CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTime
Case No. 128,1,2018-05-18 12:20:33,0,19
Case No. 129,0,2018-05-14 04:17:17,2,0
Case No. 129,2,2018-05-14 04:18:01,0,44
Case No. 129,4,2018-05-14 04:19:31,0,90
Case No. 129,1,2018-05-14 04:21:48,1,137
Case No. 129,3,2018-05-14 04:24:02,0,134
Case No. 129,8,2018-05-14 04:26:27,0,145
Case No. 129,5,2018-05-14 04:28:35,0,128
Case No. 129,9,2018-05-14 04:29:30,0,55
Case No. 129,7,2018-05-14 04:30:27,0,74
Case No. 129,9,2018-05-14 04:32:13,0,106
Case No. 129,9,2018-05-14 04:32:27,0,14
Case No. 129,9,2018-05-14 04:34:29,0,122
Case No. 130,0,2018-05-16 08:24:10,2,0
Case No. 130,2,2018-05-16 08:25:19,4,69
Case No. 130,3,2018-05-16 08:25:25,0,6
Case No. 130,4,2018-05-16 08:27:21,0,116
Case No. 130,5,2018-05-16 08:27:51,0,30
Case No. 130,6,2018-05-16 08:28:09,3,18
Case No. 130,1,2018-05-16 08:29:02,0,53
Case No. 130,1,2018-05-16 08:29:14,0,12
Case No. 130,7,2018-05-16 08:29:42,0,111
Case No. 130,1,2018-05-16 08:29:54,0,12
Case No. 130,1,2018-05-16 08:31:22,0,88
Case No. 130,1,2018-05-16 08:33:26,0,124
Case No. 131,0,2018-05-20 20:08:36,2,0
Case No. 131,2,2018-05-20 20:09:53,4,77
Case No. 131,3,2018-05-20 20:10:55,1,62
Case No. 131,4,2018-05-20 20:13:11,0,136
Case No. 131,5,2018-05-20 20:14:08,0,57
Case No. 131,8,2018-05-20 20:15:06,1,58
Case No. 131,7,2018-05-20 20:16:44,0,17
Case No. 131,1,2018-05-20 20:17:16,0,32
Case No. 131,6,2018-05-20 20:18:11,0,55
Case No. 131,1,2018-05-20 20:19:01,0,50
Case No. 131,1,2018-05-20 20:19:36,0,35
Case No. 131,1,2018-05-20 20:19:41,0,5
Case No. 132,0,2018-05-18 15:52:58,3,0
Case No. 132,2,2018-05-18 15:53:00,2,2
Case No. 132,3,2018-05-18 15:55:04,1,124
Case No. 132,4,2018-05-18 15:57:18,0,134
Case No. 132,5,2018-05-18 15:59:43,0,145
Case No. 132,6,2018-05-18 16:01:31,2,108
Case No. 132,1,2018-05-18 16:01:59,0,28
Case No. 132,1,2018-05-18 16:03:09,0,70
Case No. 132,7,2018-05-18 16:05:38,0,24
Case No. 132,1,2018-05-18 16:05:47,0,9
Case No. 132,1,2018-05-18 16:07:22,0,95
Case No. 132,1,2018-05-18 16:09:22,0,120
Case No. 133,0,2018-05-20 23:57:59,3,0
Case No. 133,2,2018-05-20 23:58:28,4,29
Case No. 133,3,2018-05-20 23:58:51,1,23
Case No. 133,4,2018-05-21 00:01:20,0,149
Case No. 133,5,2018-05-21 00:02:13,0,53
Case No. 133,8,2018-05-21 00:02:18,1,5
Case No. 133,7,2018-05-21 00:03:57,0,84
Case No. 133,1,2018-05-21 00:05:32,0,95
Case No. 133,6,2018-05-21 00:05:59,0,27
Case No. 133,1,2018-05-21 00:07:01,0,62
Case No. 133,1,2018-05-21 00:07:23,0,22
Case No. 133,1,2018-05-21 00:07:45,0,22
Case No. 134,0,2018-05-18 20:22:31,0,0
Case No. 134,2,2018-05-18 20:22:59,1,28
Case No. 134,3,2018-05-18 20:24:03,1,64
Case No. 134,4,2018-05-18 20:26:06,0,123
Case No. 134,5,2018-05-18 20:27:55,0,109
Case No. 134,6,2018-05-18 20:28:09,2,14
Case No. 134,1,2018-05-18 20:29:52,0,103
Case No. 134,1,2018-05-18 20:31:35,0,103
Case No. 134,7,2018-05-18 20:32:05,0,107
Case No. 134,1,2018-05-18 20:32:30,0,25
Case No. 134,1,2018-05-18 20:33:32,0,62
Case No. 134,1,2018-05-18 20:35:41,0,129
Case No. 135,0,2018-05-21 04:43:02,4,0
Case No. 135,2,2018-05-21 04:44:54,2,112
Case No. 135,3,2018-05-21 04:47:24,1,150
Case No. 135,4,2018-05-21 04:48:10,0,46
Case No. 135,5,2018-05-21 04:50:37,0,147
Case No. 135,8,2018-05-21 04:52:13,1,96
Case No. 135,7,2018-05-21 04:52:22,0,109
Case No. 135,1,2018-05-21 04:52:30,0,8
Case No. 135,6,2018-05-21 04:54:28,0,118
Case No. 135,1,2018-05-21 04:55:34,0,66
Case No. 135,1,2018-05-21 04:57:55,0,141
Case No. 135,1,2018-05-21 04:58:33,0,38
Case No. 136,0,2018-05-16 12:00:25,3,0
Case No. 136,2,2018-05-16 12:02:16,4,111
Case No. 136,3,2018-05-16 12:04:35,0,139
Case No. 136,4,2018-05-16 12:05:00,0,25
Case No. 136,5,2018-05-16 12:05:52,0,52
Case No. 136,6,2018-05-16 12:05:59,3,7
Case No. 136,1,2018-05-16 12:07:44,0,105
Case No. 136,1,2018-05-16 12:08:59,0,75
Case No. 136,7,2018-05-16 12:10:28,0,7
Case No. 136,1,2018-05-16 12:12:04,0,96
Case No. 136,1,2018-05-16 12:12:44,0,40
Case No. 136,1,2018-05-16 12:13:23,0,39
Case No. 137,0,2018-05-21 07:58:16,0,0
Case No. 137,2,2018-05-21 07:58:47,2,31
Case No. 137,3,2018-05-21 08:00:33,1,106
Case No. 137,4,2018-05-21 08:02:01,0,88
Case No. 137,5,2018-05-21 08:04:28,0,147
Case No. 137,8,2018-05-21 08:05:56,1,88
Case No. 137,7,2018-05-21 08:08:04,0,62
Case No. 137,1,2018-05-21 08:08:47,0,43
Case No. 137,6,2018-05-21 08:10:11,0,84
Case No. 137,1,2018-05-21 08:11:39,0,88
Case No. 137,1,2018-05-21 08:13:05,0,86
Case No. 137,1,2018-05-21 08:15:06,0,121
Case No. 138,0,2018-05-18 23:59:55,1,0
Case No. 138,2,2018-05-19 00:02:07,1,132
Case No. 138,3,2018-05-19 00:02:45,1,38
Case No. 138,4,2018-05-19 00:04:04,0,79
Case No. 138,5,2018-05-19 00:04:26,0,22
Case No. 138,6,2018-05-19 00:04:28,2,2
Case No. 138,1,2018-05-19 00:04:44,0,16
Case No. 138,1,2018-05-19 00:07:14,0,150
Case No. 138,7,2018-05-19 00:07:30,0,111
Case No. 138,1,2018-05-19 00:09:03,0,93
Case No. 138,1,2018-05-19 00:09:05,0,2
Case No. 138,1,2018-05-19 00:10:40,0,95
Case No. 139,0,2018-05-14 08:25:48,3,0
Case No. 139,2,2018-05-14 08:26:32,1,44
Case No. 139,4,2018-05-14 08:28:53,0,141
Case No. 139,1,2018-05-14 08:31:17,1,144
Case No. 139,3,2018-05-14 08:32:16,0,59
Case No. 139,8,2018-05-14 08:33:02,0,46
Case No. 139,5,2018-05-14 08:33:21,0,19
Case No. 139,9,2018-05-14 08:33:23,0,2
Case No. 139,7,2018-05-14 08:33:27,0,46
Case No. 139,9,2018-05-14 08:34:27,0,60
Case No. 139,9,2018-05-14 08:34:32,0,5
Case No. 139,9,2018-05-14 08:36:49,0,137
Case No. 140,0,2018-05-16 16:07:24,4,0
Case No. 140,2,2018-05-16 16:07:30,2,6
Case No. 140,3,2018-05-16 16:09:23,0,113
Case No. 140,4,2018-05-16 16:11:31,0,128
Case No. 140,5,2018-05-16 16:12:48,0,77
Case No. 140,6,2018-05-16 16:13:48,3,60
Case No. 140,1,2018-05-16 16:15:05,0,77
Case No. 140,1,2018-05-16 16:17:31,0,146
Case No. 140,7,2018-05-16 16:18:08,0,26
Case No. 140,1,2018-05-16 16:19:18,0,70
Case No. 140,1,2018-05-16 16:21:27,0,129
Case No. 140,1,2018-05-16 16:21:50,0,23
Case No. 141,0,2018-05-21 11:54:14,0,0
Case No. 141,2,2018-05-21 11:55:26,3,72
Case No. 141,3,2018-05-21 11:56:49,1,83
Case No. 141,4,2018-05-21 11:57:35,0,46
Case No. 141,5,2018-05-21 11:57:45,0,10
Case No. 141,8,2018-05-21 11:58:11,1,26
Case No. 141,7,2018-05-21 11:59:04,0,38
Case No. 141,1,2018-05-21 12:01:32,0,148
Case No. 141,6,2018-05-21 12:02:35,0,63
Case No. 141,1,2018-05-21 12:02:55,0,20
Case No. 141,1,2018-05-21 12:03:14,0,19
Case No. 141,1,2018-05-21 12:04:34,0,80
Case No. 142,0,2018-05-19 03:56:32,4,0
Case No. 142,2,2018-05-19 03:58:07,1,95
Case No. 142,3,2018-05-19 04:00:37,1,150
Case No. 142,4,2018-05-19 04:01:35,0,58
Case No. 142,5,2018-05-19 04:03:10,0,95
Case No. 142,6,2018-05-19 04:03:57,2,47
Case No. 142,1,2018-05-19 04:04:32,0,35
Case No. 142,1,2018-05-19 04:05:09,0,37
Case No. 142,7,2018-05-19 04:05:14,0,131
Case No. 142,1,2018-05-19 04:05:29,0,15
Case No. 142,1,2018-05-19 04:06:02,0,33
Case No. 142,1,2018-05-19 04:07:04,0,62
Case No. 143,0,2018-05-21 15:56:40,3,0
Case No. 143,2,2018-05-21 15:57:47,3,67
Case No. 143,3,2018-05-21 15:59:40,1,113
Case No. 143,4,2018-05-21 16:01:00,0,80
Case No. 143,5,2018-05-21 16:03:21,0,141
Case No. 143,8,2018-05-21 16:05:41,1,140
Case No. 143,7,2018-05-21 16:07:23,0,26
Case No. 143,1,2018-05-21 16:09:44,0,141
Case No. 143,6,2018-05-21 16:10:48,0,64
Case No. 143,1,2018-05-21 16:11:22,0,34
Case No. 143,1,2018-05-21 16:13:31,0,129
Case No. 143,1,2018-05-21 16:15:08,0,97
Case No. 144,0,2018-05-19 08:14:27,2,0
Case No. 144,2,2018-05-19 08:16:36,1,129
Case No. 144,3,2018-05-19 08:18:02,1,86
Case No. 144,4,2018-05-19 08:19:09,0,67
Case No. 144,5,2018-05-19 08:20:02,0,53
Case No. 144,6,2018-05-19 08:20:29,2,27
Case No. 144,1,2018-05-19 08:21:05,0,36
Case No. 144,1,2018-05-19 08:22:52,0,107
Case No. 144,7,2018-05-19 08:23:33,0,27
Case No. 144,1,2018-05-19 08:24:39,0,66
Case No. 144,1,2018-05-19 08:26:02,0,83
Case No. 144,1,2018-05-19 08:28:05,0,123
Case No. 145,0,2018-05-21 20:04:31,1,0
Case No. 145,2,2018-05-21 20:05:32,2,61
Case No. 145,3,2018-05-21 20:05:37,1,5
Case No. 145,4,2018-05-21 20:06:06,0,29
Case No. 145,5,2018-05-21 20:07:40,0,94
Case No. 145,8,2018-05-21 20:10:05,1,145
Case No. 145,7,2018-05-21 20:11:16,0,129
Case No. 145,1,2018-05-21 20:12:55,0,99
Case No. 145,6,2018-05-21 20:14:17,0,82
Case No. 145,1,2018-05-21 20:14:58,0,41
Case No. 145,1,2018-05-21 20:17:17,0,139
Case No. 145,1,2018-05-21 20:18:08,0,51
Case No. 146,0,2018-05-16 20:03:32,0,0
Case No. 146,2,2018-05-16 20:05:51,2,139
Case No. 146,3,2018-05-16 20:07:04,0,73
Case No. 146,4,2018-05-16 20:08:42,0,98
Case No. 146,5,2018-05-16 20:11:12,0,150
Case No. 146,6,2018-05-16 20:12:15,3,63
Case No. 146,1,2018-05-16 20:12:26,0,11
Case No. 146,1,2018-05-16 20:13:01,0,35
Case No. 146,7,2018-05-16 20:13:34,0,57
Case No. 146,1,2018-05-16 20:15:36,0,122
Case No. 146,1,2018-05-16 20:16:47,0,71
Case No. 146,1,2018-05-16 20:18:32,0,105
Case No. 147,0,2018-05-21 23:49:43,1,0
Case No. 147,2,2018-05-21 23:51:06,3,83
Case No. 147,3,2018-05-21 23:53:18,1,132
Case No. 147,4,2018-05-21 23:55:44,0,146
Case No. 147,5,2018-05-21 23:57:37,0,113
Case No. 147,8,2018-05-22 00:00:04,1,147
Case No. 147,7,2018-05-22 00:02:06,0,66
Case No. 147,1,2018-05-22 00:02:38,0,32
Case No. 147,6,2018-05-22 00:03:46,0,68
Case No. 147,1,2018-05-22 00:04:05,0,19
Case No. 147,1,2018-05-22 00:04:54,0,49
Case No. 147,1,2018-05-22 00:06:26,0,92
Case No. 148,0,2018-05-19 11:53:40,3,0
Case No. 148,2,2018-05-19 11:54:14,1,34
Case No. 148,3,2018-05-19 11:56:19,1,125
Case No. 148,4,2018-05-19 11:57:29,0,70
Case No. 148,5,2018-05-19 11:58:03,0,34
Case No. 148,6,2018-05-19 11:59:32,2,89
Case No. 148,1,2018-05-19 12:00:06,0,34
Case No. 148,1,2018-05-19 12:00:09,0,3
Case No. 148,7,2018-05-19 12:00:21,0,49
Case No. 148,1,2018-05-19 12:01:12,0,51
Case No. 148,1,2018-05-19 12:02:07,0,55
Case No. 148,1,2018-05-19 12:03:06,0,59
Case No. 149,0,2018-05-14 12:29:39,0,0
Case No. 149,2,2018-05-14 12:31:47,1,128
Case No. 149,4,2018-05-14 12:33:39,0,112
Case No. 149,1,2018-05-14 12:34:25,1,46
Case No. 149,3,2018-05-14 12:34:59,0,34
Case No. 149,8,2018-05-14 12:35:08,0,9
Case No. 149,5,2018-05-14 12:36:59,0,111
Case No. 149,9,2018-05-14 12:39:10,0,131
Case No. 149,7,2018-05-14 12:40:37,0,90
Case No. 149,9,2018-05-14 12:42:09,0,92
Case No. 149,9,2018-05-14 12:42:15,0,6
Case No. 149,9,2018-05-14 12:44:23,0,128
Case No. 150,0,2018-05-17 00:08:29,0,0
Case No. 150,2,2018-05-17 00:09:57,3,88
Case No. 150,3,2018-05-17 00:11:58,0,121
Case No. 150,4,2018-05-17 00:12:46,0,48
Case No. 150,5,2018-05-17 00:14:24,0,98
Case No. 150,6,2018-05-17 00:16:22,3,118
Case No. 150,1,2018-05-17 00:17:40,0,78
Case No. 150,1,2018-05-17 00:19:45,0,125
Case No. 150,7,2018-05-17 00:20:36,0,98
Case No. 150,1,2018-05-17 00:21:23,0,47
Case No. 150,1,2018-05-17 00:22:20,0,57
Case No. 150,1,2018-05-17 00:24:32,0,132
Case No. 151,0,2018-05-22 04:00:08,4,0
Case No. 151,2,2018-05-22 04:02:31,3,143
Case No. 151,3,2018-05-22 04:03:12,1,41
Case No. 151,4,2018-05-22 04:03:27,0,15
Case No. 151,5,2018-05-22 04:05:12,0,105
Case No. 151,8,2018-05-22 04:06:46,1,94
Case No. 151,7,2018-05-22 04:07:40,0,16
Case No. 151,1,2018-05-22 04:08:55,0,75
Case No. 151,6,2018-05-22 04:10:41,0,106
Case No. 151,1,2018-05-22 04:11:47,0,66
Case No. 151,1,2018-05-22 04:11:58,0,11
Case No. 151,1,2018-05-22 04:14:24,0,146
Case No. 152,0,2018-05-19 15:51:11,2,0
Case No. 152,2,2018-05-19 15:52:31,2,80
Case No. 152,3,2018-05-19 15:53:41,1,70
Case No. 152,4,2018-05-19 15:55:07,0,86
Case No. 152,5,2018-05-19 15:56:19,0,72
Case No. 152,6,2018-05-19 15:57:55,2,96
Case No. 152,1,2018-05-19 15:58:37,0,42
Case No. 152,1,2018-05-19 16:01:07,0,150
Case No. 152,7,2018-05-19 16:02:32,0,76
Case No. 152,1,2018-05-19 16:03:27,0,55
Case No. 152,1,2018-05-19 16:04:46,0,79
Case No. 152,1,2018-05-19 16:04:52,0,6
Case No. 153,0,2018-05-22 07:51:21,4,0
Case No. 153,2,2018-05-22 07:53:04,3,103
Case No. 153,3,2018-05-22 07:53:11,4,7
Case No. 153,4,2018-05-22 07:55:35,0,144
Case No. 153,5,2018-05-22 07:55:45,0,10
Case No. 153,8,2018-05-22 07:57:40,1,115
Case No. 153,7,2018-05-22 07:59:44,0,66
Case No. 153,1,2018-05-22 07:59:56,0,12
Case No. 153,6,2018-05-22 08:01:15,0,79
Case No. 153,1,2018-05-22 08:02:34,0,79
Case No. 153,1,2018-05-22 08:04:37,0,123
Case No. 153,1,2018-05-22 08:06:03,0,86
Case No. 154,0,2018-05-19 19:49:15,0,0
Case No. 154,2,2018-05-19 19:49:47,4,32
Case No. 154,3,2018-05-19 19:50:24,1,37
Case No. 154,4,2018-05-19 19:51:14,0,50
Case No. 154,5,2018-05-19 19:52:50,0,96
Case No. 154,6,2018-05-19 19:53:31,2,41
Case No. 154,1,2018-05-19 19:55:06,0,95
Case No. 154,1,2018-05-19 19:55:57,0,51
Case No. 154,7,2018-05-19 19:58:02,0,22
Case No. 154,1,2018-05-19 19:59:57,0,115
Case No. 154,1,2018-05-19 20:01:53,0,116
Case No. 154,1,2018-05-19 20:02:37,0,44
Case No. 155,0,2018-05-22 12:15:29,0,0
Case No. 155,2,2018-05-22 12:16:24,0,55
Case No. 155,3,2018-05-22 12:17:38,4,74
Case No. 155,4,2018-05-22 12:20:03,0,145
Case No. 155,5,2018-05-22 12:22:06,0,123
Case No. 155,8,2018-05-22 12:24:18,1,132
Case No. 155,7,2018-05-22 12:25:17,0,41
Case No. 155,1,2018-05-22 12:25:44,0,27
Case No. 155,6,2018-05-22 12:25:46,0,2
Case No. 155,1,2018-05-22 12:26:31,0,45
Case No. 155,1,2018-05-22 12:26:52,0,21
Case No. 155,1,2018-05-22 12:28:59,0,127
Case No. 156,0,2018-05-17 03:49:52,3,0
Case No. 156,2,2018-05-17 03:50:40,3,48
Case No. 156,3,2018-05-17 03:52:19,0,99
Case No. 156,4,2018-05-17 03:54:30,0,131
Case No. 156,5,2018-05-17 03:56:53,0,143
Case No. 156,6,2018-05-17 03:57:22,3,29
Case No. 156,1,2018-05-17 03:57:45,0,23
Case No. 156,1,2018-05-17 03:58:30,0,45
Case No. 156,7,2018-05-17 04:00:24,0,90
Case No. 156,1,2018-05-17 04:01:10,0,46
Case No. 156,1,2018-05-17 04:02:56,0,106
Case No. 156,1,2018-05-17 04:03:58,0,62
Case No. 157,0,2018-05-22 16:47:16,1,0
Case No. 157,2,2018-05-22 16:47:53,0,37
Case No. 157,3,2018-05-22 16:48:12,4,19
Case No. 157,4,2018-05-22 16:49:45,0,93
Case No. 157,5,2018-05-22 16:51:12,0,87
Case No. 157,8,2018-05-22 16:53:20,1,128
Case No. 157,7,2018-05-22 16:54:01,0,130
Case No. 157,1,2018-05-22 16:55:55,0,114
Case No. 157,6,2018-05-22 16:58:07,0,132
Case No. 157,1,2018-05-22 16:58:55,0,48
Case No. 157,1,2018-05-22 17:00:22,0,87
Case No. 157,1,2018-05-22 17:01:04,0,42
Case No. 158,0,2018-05-20 00:02:56,1,0
Case No. 158,2,2018-05-20 00:03:21,4,25
Case No. 158,3,2018-05-20 00:03:45,1,24
Case No. 158,4,2018-05-20 00:04:51,0,66
Case No. 158,5,2018-05-20 00:07:05,0,134
Case No. 158,6,2018-05-20 00:07:38,2,33
Case No. 158,1,2018-05-20 00:09:41,0,123
Case No. 158,1,2018-05-20 00:10:14,0,33
Case No. 158,7,2018-05-20 00:10:24,0,58
Case No. 158,1,2018-05-20 00:11:13,0,49
Case No. 158,1,2018-05-20 00:12:59,0,106
Case No. 158,1,2018-05-20 00:13:58,0,59
Case No. 159,0,2018-05-14 16:20:38,1,0
Case No. 159,2,2018-05-14 16:22:51,1,133
Case No. 159,4,2018-05-14 16:22:57,0,6
Case No. 159,1,2018-05-14 16:24:01,1,64
Case No. 159,3,2018-05-14 16:25:16,0,75
Case No. 159,8,2018-05-14 16:27:00,0,104
Case No. 159,5,2018-05-14 16:27:17,0,17
Case No. 159,9,2018-05-14 16:27:33,0,16
Case No. 159,7,2018-05-14 16:29:36,0,37
Case No. 159,9,2018-05-14 16:31:37,0,121
Case No. 159,9,2018-05-14 16:33:31,0,114
Case No. 159,9,2018-05-14 16:35:47,0,136
Case No. 160,0,2018-05-17 07:59:14,1,0
Case No. 160,2,2018-05-17 07:59:15,2,1
Case No. 160,3,2018-05-17 07:59:56,0,41
Case No. 160,4,2018-05-17 08:01:24,0,88
Case No. 160,5,2018-05-17 08:03:00,0,96
Case No. 160,6,2018-05-17 08:03:43,3,43
Case No. 160,1,2018-05-17 08:05:05,0,82
Case No. 160,1,2018-05-17 08:07:23,0,138
Case No. 160,7,2018-05-17 08:09:43,0,1
Case No. 160,1,2018-05-17 08:11:10,0,87
Case No. 160,1,2018-05-17 08:12:48,0,98
Case No. 160,1,2018-05-17 08:14:51,0,123
Case No. 161,0,2018-05-22 19:50:58,4,0
Case No. 161,2,2018-05-22 19:51:55,0,57
Case No. 161,3,2018-05-22 19:52:54,4,59
Case No. 161,4,2018-05-22 19:55:24,0,150
Case No. 161,5,2018-05-22 19:55:38,0,14
Case No. 161,8,2018-05-22 19:56:06,1,28
Case No. 161,7,2018-05-22 19:57:06,0,75
Case No. 161,1,2018-05-22 19:57:21,0,15
Case No. 161,6,2018-05-22 19:57:55,0,34
Case No. 161,1,2018-05-22 20:00:25,0,150
Case No. 161,1,2018-05-22 20:00:51,0,26
Case No. 161,1,2018-05-22 20:03:04,0,133
Case No. 162,0,2018-05-20 04:02:37,4,0
Case No. 162,2,2018-05-20 04:02:53,4,16
Case No. 162,3,2018-05-20 04:03:16,1,23
Case No. 162,4,2018-05-20 04:05:06,0,110
Case No. 162,5,2018-05-20 04:06:57,0,111
Case No. 162,6,2018-05-20 04:09:11,2,134
Case No. 162,1,2018-05-20 04:10:36,0,85
Case No. 162,1,2018-05-20 04:12:16,0,100
Case No. 162,7,2018-05-20 04:13:52,0,7
Case No. 162,1,2018-05-20 04:14:45,0,53
Case No. 162,1,2018-05-20 04:17:12,0,147
Case No. 162,1,2018-05-20 04:18:52,0,100
Case No. 163,0,2018-05-22 23:49:53,2,0
Case No. 163,2,2018-05-22 23:51:01,0,68
Case No. 163,3,2018-05-22 23:51:34,4,33
Case No. 163,4,2018-05-22 23:52:03,0,29
Case No. 163,5,2018-05-22 23:53:47,0,104
Case No. 163,8,2018-05-22 23:55:21,1,94
Case No. 163,7,2018-05-22 23:57:41,0,78
Case No. 163,1,2018-05-22 23:59:25,0,104
Case No. 163,6,2018-05-23 00:00:23,0,58
Case No. 163,1,2018-05-23 00:02:28,0,125
Case No. 163,1,2018-05-23 00:03:04,0,36
Case No. 163,1,2018-05-23 00:04:12,0,68
Case No. 164,0,2018-05-20 07:58:10,2,0
Case No. 164,2,2018-05-20 08:00:28,4,138
Case No. 164,3,2018-05-20 08:01:36,1,68
Case No. 164,4,2018-05-20 08:02:39,0,63
Case No. 164,5,2018-05-20 08:03:08,0,29
Case No. 164,6,2018-05-20 08:04:22,2,74
Case No. 164,1,2018-05-20 08:05:30,0,68
Case No. 164,1,2018-05-20 08:05:58,0,28
Case No. 164,7,2018-05-20 08:06:24,0,25
Case No. 164,1,2018-05-20 08:08:28,0,124
Case No. 164,1,2018-05-20 08:10:11,0,103
Case No. 164,1,2018-05-20 08:12:11,0,120
Case No. 165,0,2018-05-23 04:01:01,3,0
Case No. 165,2,2018-05-23 04:01:06,0,5
Case No. 165,3,2018-05-23 04:03:29,4,143
Case No. 165,4,2018-05-23 04:04:04,0,35
Case No. 165,5,2018-05-23 04:06:00,0,116
Case No. 165,8,2018-05-23 04:07:37,1,97
Case No. 165,7,2018-05-23 04:08:22,0,80
Case No. 165,1,2018-05-23 04:08:34,0,12
Case No. 165,6,2018-05-23 04:08:42,0,8
Case No. 165,1,2018-05-23 04:09:11,0,29
Case No. 165,1,2018-05-23 04:10:10,0,59
Case No. 165,1,2018-05-23 04:10:23,0,13
Case No. 166,0,2018-05-17 12:25:38,1,0
Case No. 166,2,2018-05-17 12:26:26,3,48
Case No. 166,3,2018-05-17 12:28:40,0,134
Case No. 166,4,2018-05-17 12:29:25,0,45
Case No. 166,5,2018-05-17 12:30:25,0,60
Case No. 166,6,2018-05-17 12:32:17,3,112
Case No. 166,1,2018-05-17 12:33:33,0,76
Case No. 166,1,2018-05-17 12:34:02,0,29
Case No. 166,7,2018-05-17 12:36:24,0,97
Case No. 166,1,2018-05-17 12:37:34,0,70
Case No. 166,1,2018-05-17 12:38:20,0,46
Case No. 166,1,2018-05-17 12:39:47,0,87
Case No. 167,0,2018-05-23 09:02:52,3,0
Case No. 167,2,2018-05-23 09:04:20,2,88
Case No. 167,3,2018-05-23 09:05:09,4,49
Case No. 167,4,2018-05-23 09:07:21,0,132
Case No. 167,5,2018-05-23 09:09:25,0,124
Case No. 167,8,2018-05-23 09:09:27,1,2
Case No. 167,7,2018-05-23 09:10:05,0,65
Case No. 167,1,2018-05-23 09:11:40,0,95
Case No. 167,6,2018-05-23 09:13:57,0,137
Case No. 167,1,2018-05-23 09:14:54,0,57
Case No. 167,1,2018-05-23 09:15:41,0,47
Case No. 167,1,2018-05-23 09:17:06,0,85
Case No. 168,0,2018-05-20 11:53:24,3,0
Case No. 168,2,2018-05-20 11:55:26,4,122
Case No. 168,3,2018-05-20 11:56:30,1,64
Case No. 168,4,2018-05-20 11:58:48,0,138
Case No. 168,5,2018-05-20 11:59:27,0,39
Case No. 168,6,2018-05-20 12:01:15,2,108
Case No. 168,1,2018-05-20 12:03:17,0,122
Case No. 168,1,2018-05-20 12:03:30,0,13
Case No. 168,7,2018-05-20 12:03:36,0,124
Case No. 168,1,2018-05-20 12:04:04,0,28
Case No. 168,1,2018-05-20 12:05:09,0,65
Case No. 168,1,2018-05-20 12:07:36,0,147
Case No. 169,0,2018-05-14 20:22:44,4,0
Case No. 169,2,2018-05-14 20:24:00,1,76
Case No. 169,4,2018-05-14 20:24:34,0,34
Case No. 169,1,2018-05-14 20:25:29,1,55
Case No. 169,3,2018-05-14 20:25:38,0,9
Case No. 169,8,2018-05-14 20:26:41,0,63
Case No. 169,5,2018-05-14 20:28:00,0,79
Case No. 169,9,2018-05-14 20:29:13,0,73
Case No. 169,7,2018-05-14 20:30:16,0,68
Case No. 169,9,2018-05-14 20:32:44,0,148
Case No. 169,9,2018-05-14 20:33:37,0,53
Case No. 169,9,2018-05-14 20:35:50,0,133
Case No. 170,0,2018-05-17 15:55:21,2,0
Case No. 170,2,2018-05-17 15:56:18,3,57
Case No. 170,3,2018-05-17 15:57:58,0,100
Case No. 170,4,2018-05-17 15:58:16,0,18
Case No. 170,5,2018-05-17 15:59:39,0,83
Case No. 170,6,2018-05-17 15:59:43,3,4
Case No. 170,1,2018-05-17 16:02:06,0,143
Case No. 170,1,2018-05-17 16:03:31,0,85
Case No. 170,7,2018-05-17 16:05:54,0,1
Case No. 170,1,2018-05-17 16:07:14,0,80
Case No. 170,1,2018-05-17 16:07:39,0,25
Case No. 170,1,2018-05-17 16:09:51,0,132
Case No. 171,0,2018-05-23 12:13:43,0,0
Case No. 171,2,2018-05-23 12:15:19,1,96
Case No. 171,3,2018-05-23 12:16:27,4,68
Case No. 171,4,2018-05-23 12:16:28,0,1
Case No. 171,5,2018-05-23 12:17:02,0,34
Case No. 171,8,2018-05-23 12:17:13,1,11
Case No. 171,7,2018-05-23 12:18:08,0,126
Case No. 171,1,2018-05-23 12:19:08,0,60
Case No. 171,6,2018-05-23 12:20:59,0,111
Case No. 171,1,2018-05-23 12:21:34,0,35
Case No. 171,1,2018-05-23 12:22:09,0,35
Case No. 171,1,2018-05-23 12:23:06,0,57
Case No. 172,0,2018-05-20 16:09:22,4,0
Case No. 172,2,2018-05-20 16:09:49,2,27
Case No. 172,3,2018-05-20 16:11:13,1,84
Case No. 172,4,2018-05-20 16:11:36,0,23
Case No. 172,5,2018-05-20 16:11:57,0,21
Case No. 172,6,2018-05-20 16:14:20,2,143
Case No. 172,1,2018-05-20 16:16:43,0,143
Case No. 172,1,2018-05-20 16:18:30,0,107
Case No. 172,7,2018-05-20 16:19:40,0,138
Case No. 172,1,2018-05-20 16:19:58,0,18
Case No. 172,1,2018-05-20 16:21:42,0,104
Case No. 172,1,2018-05-20 16:22:39,0,57
Case No. 173,0,2018-05-23 15:55:48,1,0
Case No. 173,2,2018-05-23 15:56:48,1,60
Case No. 173,3,2018-05-23 15:58:36,4,108
Case No. 173,4,2018-05-23 15:59:20,0,44
Case No. 173,5,2018-05-23 16:01:22,0,122
Case No. 173,8,2018-05-23 16:01:34,1,12
Case No. 173,7,2018-05-23 16:02:36,0,25
Case No. 173,1,2018-05-23 16:04:30,0,114
