CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTime
Case No. 246,2,2018-05-25 04:07:58,2,10
Case No. 246,3,2018-05-25 04:08:48,11,50
Case No. 246,4,2018-05-25 04:09:00,8,12
Case No. 246,5,2018-05-25 04:09:16,3,16
Case No. 246,8,2018-05-25 04:10:16,12,60
Case No. 246,9,2018-05-25 04:10:19,3,3
Case No. 246,6,2018-05-25 04:10:49,6,30
Case No. 246,7,2018-05-25 04:12:09,7,80
Case No. 246,7,2018-05-25 04:13:29,6,80
Case No. 246,7,2018-05-25 04:15:29,3,120
Case No. 246,7,2018-05-25 04:16:49,3,80
Case No. 247,0,2018-06-02 16:08:14,0,733885
Case No. 247,1,2018-06-02 16:08:19,1,5
Case No. 247,2,2018-06-02 16:08:49,2,30
Case No. 247,3,2018-06-02 16:10:04,3,75
Case No. 247,4,2018-06-02 16:10:28,4,24
Case No. 247,5,2018-06-02 16:10:36,7,8
Case No. 247,6,2018-06-02 16:12:06,6,90
Case No. 247,7,2018-06-02 16:14:06,7,120
Case No. 247,7,2018-06-02 16:14:46,7,40
Case No. 247,7,2018-06-02 16:16:46,3,120
Case No. 247,7,2018-06-02 16:18:06,3,80
Case No. 247,7,2018-06-02 16:19:26,3,80
Case No. 248,0,2018-05-29 12:20:45,9,-359921
Case No. 248,1,2018-05-29 12:21:00,1,15
Case No. 248,2,2018-05-29 12:21:20,2,20
Case No. 248,3,2018-05-29 12:22:35,11,75
Case No. 248,4,2018-05-29 12:22:47,8,12
Case No. 248,5,2018-05-29 12:23:11,3,24
Case No. 248,8,2018-05-29 12:23:31,10,20
Case No. 248,9,2018-05-29 12:23:34,6,3
Case No. 248,6,2018-05-29 12:25:04,6,90
Case No. 248,7,2018-05-29 12:27:04,7,120
Case No. 248,7,2018-05-29 12:28:24,15,80
Case No. 248,7,2018-05-29 12:30:24,3,120
Case No. 248,7,2018-05-29 12:32:24,3,120
Case No. 249,0,2018-05-21 04:07:25,9,-721499
Case No. 249,9,2018-05-21 04:07:31,2,6
Case No. 249,6,2018-05-21 04:08:01,11,30
Case No. 249,5,2018-05-21 04:08:25,13,24
Case No. 249,4,2018-05-21 04:09:01,5,36
Case No. 249,2,2018-05-21 04:09:21,14,20
Case No. 249,1,2018-05-21 04:09:26,15,5
Case No. 249,3,2018-05-21 04:10:41,3,75
Case No. 249,7,2018-05-21 04:11:21,3,40
Case No. 249,7,2018-05-21 04:12:01,3,40
Case No. 249,7,2018-05-21 04:12:41,3,40
Case No. 249,7,2018-05-21 04:13:21,3,40
Case No. 250,0,2018-05-25 08:20:01,9,360400
Case No. 250,1,2018-05-25 08:20:11,1,10
Case No. 250,2,2018-05-25 08:20:21,2,10
Case No. 250,3,2018-05-25 08:20:46,11,25
Case No. 250,4,2018-05-25 08:20:58,8,12
Case No. 250,5,2018-05-25 08:21:22,9,24
Case No. 250,8,2018-05-25 08:22:02,12,40
Case No. 250,9,2018-05-25 08:22:11,3,9
Case No. 250,6,2018-05-25 08:23:11,6,60
Case No. 250,7,2018-05-25 08:25:11,7,120
Case No. 250,7,2018-05-25 08:27:11,6,120
Case No. 250,7,2018-05-25 08:28:31,3,80
Case No. 250,7,2018-05-25 08:29:11,3,40
Case No. 251,0,2018-06-02 20:01:47,9,732756
Case No. 251,1,2018-06-02 20:02:02,1,15
Case No. 251,2,2018-06-02 20:02:22,2,20
Case No. 251,3,2018-06-02 20:02:47,3,25
Case No. 251,4,2018-06-02 20:03:11,4,24
Case No. 251,5,2018-06-02 20:03:35,7,24
Case No. 251,6,2018-06-02 20:04:35,6,60
Case No. 251,7,2018-06-02 20:06:35,7,120
Case No. 251,7,2018-06-02 20:08:35,7,120
Case No. 251,7,2018-06-02 20:09:55,3,80
Case No. 251,7,2018-06-02 20:10:35,3,40
Case No. 251,7,2018-06-02 20:11:15,3,40
Case No. 252,0,2018-05-29 16:09:37,9,-360098
Case No. 252,1,2018-05-29 16:09:47,1,10
Case No. 252,2,2018-05-29 16:10:07,2,20
Case No. 252,3,2018-05-29 16:10:32,11,25
Case No. 252,4,2018-05-29 16:11:08,8,36
Case No. 252,5,2018-05-29 16:11:16,9,8
Case No. 252,8,2018-05-29 16:11:36,10,20
Case No. 252,9,2018-05-29 16:11:45,6,9
Case No. 252,6,2018-05-29 16:12:45,6,60
Case No. 252,7,2018-05-29 16:13:25,7,40
Case No. 252,7,2018-05-29 16:15:25,15,120
Case No. 252,7,2018-05-29 16:17:25,3,120
Case No. 252,7,2018-05-29 16:19:25,3,120
Case No. 253,0,2018-06-03 00:26:55,9,374850
Case No. 253,1,2018-06-03 00:27:10,1,15
Case No. 253,2,2018-06-03 00:27:20,2,10
Case No. 253,3,2018-06-03 00:28:10,3,50
Case No. 253,4,2018-06-03 00:28:46,4,36
Case No. 253,5,2018-06-03 00:29:10,0,24
Case No. 253,6,2018-06-03 00:30:40,6,90
Case No. 253,7,2018-06-03 00:32:40,7,120
Case No. 253,7,2018-06-03 00:33:20,7,40
Case No. 253,7,2018-06-03 00:34:00,3,40
Case No. 253,7,2018-06-03 00:36:00,3,120
Case No. 253,7,2018-06-03 00:37:20,3,80
Case No. 254,0,2018-05-29 20:22:19,0,-360901
Case No. 254,1,2018-05-29 20:22:29,1,10
Case No. 254,2,2018-05-29 20:22:39,2,10
Case No. 254,3,2018-05-29 20:23:54,11,75
Case No. 254,4,2018-05-29 20:24:06,8,12
Case No. 254,5,2018-05-29 20:24:22,4,16
Case No. 254,8,2018-05-29 20:25:22,10,60
Case No. 254,9,2018-05-29 20:25:28,6,6
Case No. 254,6,2018-05-29 20:26:28,6,60
Case No. 254,7,2018-05-29 20:28:28,7,120
Case No. 254,7,2018-05-29 20:30:28,15,120
Case No. 254,7,2018-05-29 20:31:08,3,40
Case No. 254,7,2018-05-29 20:31:48,3,40
Case No. 255,0,2018-06-03 04:07:21,0,372933
Case No. 255,1,2018-06-03 04:07:26,1,5
Case No. 255,2,2018-06-03 04:07:46,2,20
Case No. 255,3,2018-06-03 04:09:01,3,75
Case No. 255,4,2018-06-03 04:09:37,4,36
Case No. 255,5,2018-06-03 04:10:01,14,24
Case No. 255,6,2018-06-03 04:10:31,6,30
Case No. 255,7,2018-06-03 04:12:31,7,120
Case No. 255,7,2018-06-03 04:13:51,7,80
Case No. 255,7,2018-06-03 04:15:11,3,80
Case No. 255,7,2018-06-03 04:16:31,3,80
Case No. 255,7,2018-06-03 04:18:31,3,120
Case No. 256,0,2018-05-25 12:22:27,0,-748564
Case No. 256,1,2018-05-25 12:22:42,1,15
Case No. 256,2,2018-05-25 12:23:12,2,30
Case No. 256,3,2018-05-25 12:23:37,11,25
Case No. 256,4,2018-05-25 12:24:01,8,24
Case No. 256,5,2018-05-25 12:24:25,4,24
Case No. 256,8,2018-05-25 12:25:25,12,60
Case No. 256,9,2018-05-25 12:25:34,3,9
Case No. 256,6,2018-05-25 12:26:34,6,60
Case No. 256,7,2018-05-25 12:28:34,7,120
Case No. 256,7,2018-05-25 12:30:34,6,120
Case No. 256,7,2018-05-25 12:31:14,3,40
Case No. 256,7,2018-05-25 12:32:34,3,80
Case No. 257,0,2018-06-03 08:15:10,9,762156
Case No. 257,1,2018-06-03 08:15:25,1,15
Case No. 257,2,2018-06-03 08:15:45,2,20
Case No. 257,3,2018-06-03 08:16:35,3,50
Case No. 257,4,2018-06-03 08:17:11,4,36
Case No. 257,5,2018-06-03 08:17:27,14,16
Case No. 257,6,2018-06-03 08:18:57,6,90
Case No. 257,7,2018-06-03 08:19:37,7,40
Case No. 257,7,2018-06-03 08:20:17,7,40
Case No. 257,7,2018-06-03 08:20:57,3,40
Case No. 257,7,2018-06-03 08:21:37,3,40
Case No. 257,7,2018-06-03 08:23:37,3,120
Case No. 258,0,2018-05-30 00:15:56,9,-374861
Case No. 258,1,2018-05-30 00:16:01,1,5
Case No. 258,2,2018-05-30 00:16:21,2,20
Case No. 258,3,2018-05-30 00:16:46,11,25
Case No. 258,4,2018-05-30 00:17:22,8,36
Case No. 258,5,2018-05-30 00:17:30,4,8
Case No. 258,8,2018-05-30 00:18:10,10,40
Case No. 258,9,2018-05-30 00:18:19,6,9
Case No. 258,6,2018-05-30 00:18:49,6,30
Case No. 258,7,2018-05-30 00:19:29,7,40
Case No. 258,7,2018-05-30 00:21:29,15,120
Case No. 258,7,2018-05-30 00:22:49,3,80
Case No. 258,7,2018-05-30 00:24:49,3,120
Case No. 259,0,2018-05-21 08:10:42,0,-749647
Case No. 259,9,2018-05-21 08:10:45,2,3
Case No. 259,6,2018-05-21 08:12:15,11,90
Case No. 259,5,2018-05-21 08:12:39,13,24
Case No. 259,4,2018-05-21 08:13:15,5,36
Case No. 259,2,2018-05-21 08:13:35,14,20
Case No. 259,1,2018-05-21 08:13:50,15,15
Case No. 259,3,2018-05-21 08:14:40,3,50
Case No. 259,7,2018-05-21 08:15:20,3,40
Case No. 259,7,2018-05-21 08:16:00,3,40
Case No. 259,7,2018-05-21 08:16:40,3,40
Case No. 259,7,2018-05-21 08:18:00,3,80
Case No. 260,0,2018-05-25 16:09:34,9,373894
Case No. 260,1,2018-05-25 16:09:39,1,5
Case No. 260,2,2018-05-25 16:10:09,2,30
Case No. 260,3,2018-05-25 16:11:24,11,75
Case No. 260,4,2018-05-25 16:11:48,8,24
Case No. 260,5,2018-05-25 16:12:12,4,24
Case No. 260,8,2018-05-25 16:12:52,12,40
Case No. 260,9,2018-05-25 16:12:55,3,3
Case No. 260,6,2018-05-25 16:13:55,6,60
Case No. 260,7,2018-05-25 16:15:15,7,80
Case No. 260,7,2018-05-25 16:17:15,6,120
Case No. 260,7,2018-05-25 16:17:55,3,40
Case No. 260,7,2018-05-25 16:18:35,3,40
Case No. 261,0,2018-06-03 12:02:33,0,762238
Case No. 261,1,2018-06-03 12:02:38,1,5
Case No. 261,2,2018-06-03 12:02:58,2,20
Case No. 261,3,2018-06-03 12:03:48,3,50
Case No. 261,4,2018-06-03 12:04:00,4,12
Case No. 261,5,2018-06-03 12:04:24,0,24
Case No. 261,6,2018-06-03 12:05:54,6,90
Case No. 261,7,2018-06-03 12:06:34,7,40
Case No. 261,7,2018-06-03 12:07:14,7,40
Case No. 261,7,2018-06-03 12:08:34,3,80
Case No. 261,7,2018-06-03 12:09:14,3,40
Case No. 261,7,2018-06-03 12:10:34,3,80
Case No. 262,0,2018-05-30 04:13:09,9,-374245
Case No. 262,1,2018-05-30 04:13:24,1,15
Case No. 262,2,2018-05-30 04:13:44,2,20
Case No. 262,3,2018-05-30 04:14:59,11,75
Case No. 262,4,2018-05-30 04:15:23,8,24
Case No. 262,5,2018-05-30 04:15:47,0,24
Case No. 262,8,2018-05-30 04:16:47,10,60
Case No. 262,9,2018-05-30 04:16:56,6,9
Case No. 262,6,2018-05-30 04:17:26,6,30
Case No. 262,7,2018-05-30 04:19:26,7,120
Case No. 262,7,2018-05-30 04:20:46,15,80
Case No. 262,7,2018-05-30 04:22:06,3,80
Case No. 262,7,2018-05-30 04:22:46,3,40
Case No. 263,0,2018-06-03 16:26:38,0,389032
Case No. 263,1,2018-06-03 16:26:53,1,15
Case No. 263,2,2018-06-03 16:27:03,2,10
Case No. 263,3,2018-06-03 16:27:28,3,25
Case No. 263,4,2018-06-03 16:27:40,4,12
Case No. 263,5,2018-06-03 16:27:56,12,16
Case No. 263,6,2018-06-03 16:29:26,6,90
Case No. 263,7,2018-06-03 16:30:06,7,40
Case No. 263,7,2018-06-03 16:31:26,7,80
Case No. 263,7,2018-06-03 16:32:46,3,80
Case No. 263,7,2018-06-03 16:34:06,3,80
Case No. 263,7,2018-06-03 16:35:26,3,80
Case No. 264,0,2018-05-30 08:52:41,0,-373365
Case No. 264,1,2018-05-30 08:52:46,1,5
Case No. 264,2,2018-05-30 08:53:06,2,20
Case No. 264,3,2018-05-30 08:53:56,11,50
Case No. 264,4,2018-05-30 08:54:20,8,24
Case No. 264,5,2018-05-30 08:54:44,6,24
Case No. 264,8,2018-05-30 08:55:24,10,40
Case No. 264,9,2018-05-30 08:55:27,6,3
Case No. 264,6,2018-05-30 08:56:27,6,60
Case No. 264,7,2018-05-30 08:57:07,7,40
Case No. 264,7,2018-05-30 08:59:07,15,120
Case No. 264,7,2018-05-30 09:00:27,3,80
Case No. 264,7,2018-05-30 09:02:27,3,120
Case No. 265,0,2018-06-03 20:47:20,9,387893
Case No. 265,1,2018-06-03 20:47:35,1,15
Case No. 265,2,2018-06-03 20:48:05,2,30
Case No. 265,3,2018-06-03 20:48:30,3,25
Case No. 265,4,2018-06-03 20:48:42,4,12
Case No. 265,5,2018-06-03 20:48:58,12,16
Case No. 265,6,2018-06-03 20:49:58,6,60
Case No. 265,7,2018-06-03 20:51:18,7,80
Case No. 265,7,2018-06-03 20:51:58,7,40
Case No. 265,7,2018-06-03 20:52:38,3,40
Case No. 265,7,2018-06-03 20:53:58,3,80
Case No. 265,7,2018-06-03 20:54:38,3,40
Case No. 266,0,2018-05-25 20:39:25,9,-778513
Case No. 266,1,2018-05-25 20:39:35,1,10
Case No. 266,2,2018-05-25 20:39:55,2,20
Case No. 266,3,2018-05-25 20:40:45,11,50
Case No. 266,4,2018-05-25 20:41:21,8,36
Case No. 266,5,2018-05-25 20:41:45,0,24
Case No. 266,8,2018-05-25 20:42:45,12,60
Case No. 266,9,2018-05-25 20:42:54,3,9
Case No. 266,6,2018-05-25 20:43:24,6,30
Case No. 266,7,2018-05-25 20:45:24,7,120
Case No. 266,7,2018-05-25 20:47:24,6,120
Case No. 266,7,2018-05-25 20:49:24,3,120
Case No. 266,7,2018-05-25 20:51:24,3,120
Case No. 267,0,2018-06-04 00:04:09,0,789165
Case No. 267,1,2018-06-04 00:04:24,1,15
Case No. 267,2,2018-06-04 00:04:34,2,10
Case No. 267,3,2018-06-04 00:04:59,3,25
Case No. 267,4,2018-06-04 00:05:35,4,36
Case No. 267,5,2018-06-04 00:05:59,0,24
Case No. 267,6,2018-06-04 00:07:29,6,90
Case No. 267,7,2018-06-04 00:09:29,7,120
Case No. 267,7,2018-06-04 00:11:29,14,120
Case No. 267,7,2018-06-04 00:12:09,3,40
Case No. 267,7,2018-06-04 00:12:49,3,40
Case No. 267,7,2018-06-04 00:14:09,3,80
Case No. 268,0,2018-05-30 12:41:43,9,-387146
Case No. 268,1,2018-05-30 12:41:53,1,10
Case No. 268,2,2018-05-30 12:42:13,2,20
Case No. 268,3,2018-05-30 12:43:28,11,75
Case No. 268,4,2018-05-30 12:43:52,8,24
Case No. 268,5,2018-05-30 12:44:16,6,24
Case No. 268,8,2018-05-30 12:45:16,10,60
Case No. 268,9,2018-05-30 12:45:22,6,6
Case No. 268,6,2018-05-30 12:45:52,6,30
Case No. 268,7,2018-05-30 12:46:32,7,40
Case No. 268,7,2018-05-30 12:47:12,15,40
Case No. 268,7,2018-05-30 12:48:32,3,80
Case No. 268,7,2018-05-30 12:49:52,3,80
Case No. 269,0,2018-05-21 12:13:32,9,-779780
Case No. 269,9,2018-05-21 12:13:41,2,9
Case No. 269,6,2018-05-21 12:15:11,11,90
Case No. 269,5,2018-05-21 12:15:27,13,16
Case No. 269,4,2018-05-21 12:15:51,5,24
Case No. 269,2,2018-05-21 12:16:11,14,20
Case No. 269,1,2018-05-21 12:16:21,15,10
Case No. 269,3,2018-05-21 12:17:11,3,50
Case No. 269,7,2018-05-21 12:19:11,4,120
Case No. 269,7,2018-05-21 12:21:11,3,120
Case No. 269,7,2018-05-21 12:23:11,3,120
Case No. 269,7,2018-05-21 12:24:31,3,80
Case No. 270,0,2018-05-26 01:15:39,0,391868
Case No. 270,1,2018-05-26 01:15:49,1,10
Case No. 270,2,2018-05-26 01:15:59,2,10
Case No. 270,3,2018-05-26 01:16:24,11,25
Case No. 270,4,2018-05-26 01:17:00,8,36
Case No. 270,5,2018-05-26 01:17:24,6,24
Case No. 270,8,2018-05-26 01:18:24,12,60
Case No. 270,9,2018-05-26 01:18:30,3,6
Case No. 270,6,2018-05-26 01:19:30,6,60
Case No. 270,7,2018-05-26 01:21:30,7,120
Case No. 270,7,2018-05-26 01:23:30,6,120
Case No. 270,7,2018-05-26 01:25:30,3,120
Case No. 270,7,2018-05-26 01:26:10,3,40
Case No. 271,0,2018-06-04 04:06:59,0,787249
Case No. 271,1,2018-06-04 04:07:09,1,10
Case No. 271,2,2018-06-04 04:07:39,2,30
Case No. 271,3,2018-06-04 04:08:54,3,75
Case No. 271,4,2018-06-04 04:09:06,4,12
Case No. 271,5,2018-06-04 04:09:22,3,16
Case No. 271,6,2018-06-04 04:10:22,6,60
Case No. 271,7,2018-06-04 04:11:02,7,40
Case No. 271,7,2018-06-04 04:11:42,14,40
Case No. 271,7,2018-06-04 04:12:22,3,40
Case No. 271,7,2018-06-04 04:13:42,3,80
Case No. 271,7,2018-06-04 04:14:22,3,40
Case No. 272,0,2018-05-30 16:16:08,0,-388694
Case No. 272,1,2018-05-30 16:16:23,1,15
Case No. 272,2,2018-05-30 16:16:53,2,30
Case No. 272,3,2018-05-30 16:17:18,11,25
Case No. 272,4,2018-05-30 16:17:54,8,36
Case No. 272,5,2018-05-30 16:18:18,0,24
Case No. 272,8,2018-05-30 16:18:58,10,40
Case No. 272,9,2018-05-30 16:19:07,6,9
Case No. 272,6,2018-05-30 16:19:37,6,30
Case No. 272,7,2018-05-30 16:20:57,7,80
Case No. 272,7,2018-05-30 16:21:37,15,40
Case No. 272,7,2018-05-30 16:22:17,3,40
Case No. 272,7,2018-05-30 16:22:57,3,40
Case No. 273,0,2018-06-04 08:14:14,9,402677
Case No. 273,1,2018-06-04 08:14:24,1,10
Case No. 273,2,2018-06-04 08:14:54,2,30
Case No. 273,3,2018-06-04 08:16:09,3,75
Case No. 273,4,2018-06-04 08:16:33,4,24
Case No. 273,5,2018-06-04 08:16:41,3,8
Case No. 273,6,2018-06-04 08:18:11,6,90
Case No. 273,7,2018-06-04 08:18:51,7,40
Case No. 273,7,2018-06-04 08:20:51,14,120
Case No. 273,7,2018-06-04 08:22:11,3,80
Case No. 273,7,2018-06-04 08:24:11,3,120
Case No. 273,7,2018-06-04 08:26:11,3,120
Case No. 274,0,2018-05-30 20:22:16,0,-389035
Case No. 274,1,2018-05-30 20:22:31,1,15
Case No. 274,2,2018-05-30 20:22:51,2,20
Case No. 274,3,2018-05-30 20:23:16,11,25
Case No. 274,4,2018-05-30 20:23:52,8,36
Case No. 274,5,2018-05-30 20:24:16,15,24
Case No. 274,8,2018-05-30 20:24:56,10,40
Case No. 274,9,2018-05-30 20:24:59,6,3
Case No. 274,6,2018-05-30 20:25:29,6,30
Case No. 274,7,2018-05-30 20:26:09,7,40
Case No. 274,7,2018-05-30 20:27:29,15,80
Case No. 274,7,2018-05-30 20:28:09,3,40
Case No. 274,7,2018-05-30 20:29:29,3,80
Case No. 275,0,2018-06-04 12:20:32,9,402663
Case No. 275,1,2018-06-04 12:20:37,1,5
Case No. 275,2,2018-06-04 12:21:07,2,30
Case No. 275,3,2018-06-04 12:22:22,3,75
Case No. 275,4,2018-06-04 12:22:58,4,36
Case No. 275,5,2018-06-04 12:23:06,5,8
Case No. 275,6,2018-06-04 12:24:06,6,60
Case No. 275,7,2018-06-04 12:26:06,7,120
Case No. 275,7,2018-06-04 12:27:26,14,80
Case No. 275,7,2018-06-04 12:28:46,3,80
Case No. 275,7,2018-06-04 12:30:46,3,120
Case No. 275,7,2018-06-04 12:32:46,3,120
Case No. 276,0,2018-05-26 04:35:22,9,-806244
Case No. 276,1,2018-05-26 04:35:27,1,5
Case No. 276,2,2018-05-26 04:35:37,2,10
Case No. 276,3,2018-05-26 04:36:52,11,75
Case No. 276,4,2018-05-26 04:37:28,8,36
Case No. 276,5,2018-05-26 04:37:52,6,24
Case No. 276,8,2018-05-26 04:38:52,12,60
Case No. 276,9,2018-05-26 04:39:01,3,9
Case No. 276,6,2018-05-26 04:39:31,6,30
Case No. 276,7,2018-05-26 04:40:11,7,40
Case No. 276,7,2018-05-26 04:42:11,6,120
Case No. 276,7,2018-05-26 04:44:11,3,120
Case No. 276,7,2018-05-26 04:45:31,3,80
Case No. 277,0,2018-06-04 16:10:28,0,818697
Case No. 277,1,2018-06-04 16:10:33,1,5
Case No. 277,2,2018-06-04 16:11:03,2,30
Case No. 277,3,2018-06-04 16:11:28,3,25
Case No. 277,4,2018-06-04 16:11:52,4,24
Case No. 277,5,2018-06-04 16:12:16,4,24
Case No. 277,6,2018-06-04 16:13:46,6,90
Case No. 277,7,2018-06-04 16:14:26,7,40
Case No. 277,7,2018-06-04 16:16:26,14,120
Case No. 277,7,2018-06-04 16:17:06,3,40
Case No. 277,7,2018-06-04 16:18:26,3,80
Case No. 277,7,2018-06-04 16:20:26,3,120
Case No. 278,0,2018-05-31 00:09:20,9,-403866
Case No. 278,1,2018-05-31 00:09:25,1,5
Case No. 278,2,2018-05-31 00:09:45,2,20
Case No. 278,3,2018-05-31 00:10:35,11,50
Case No. 278,4,2018-05-31 00:10:59,8,24
Case No. 278,5,2018-05-31 00:11:15,15,16
Case No. 278,8,2018-05-31 00:11:55,10,40
Case No. 278,9,2018-05-31 00:11:58,6,3
Case No. 278,6,2018-05-31 00:12:28,6,30
Case No. 278,7,2018-05-31 00:14:28,7,120
Case No. 278,7,2018-05-31 00:16:28,15,120
Case No. 278,7,2018-05-31 00:18:28,3,120
Case No. 278,7,2018-05-31 00:19:08,3,40
Case No. 279,0,2018-05-21 16:10:50,3,-806898
Case No. 279,9,2018-05-21 16:10:53,2,3
Case No. 279,6,2018-05-21 16:12:23,11,90
Case No. 279,5,2018-05-21 16:12:39,13,16
Case No. 279,4,2018-05-21 16:13:03,5,24
Case No. 279,2,2018-05-21 16:13:23,14,20
Case No. 279,1,2018-05-21 16:13:28,15,5
Case No. 279,3,2018-05-21 16:13:53,3,25
Case No. 279,7,2018-05-21 16:15:13,4,80
Case No. 279,7,2018-05-21 16:15:53,3,40
Case No. 279,7,2018-05-21 16:17:13,3,80
Case No. 279,7,2018-05-21 16:18:33,3,80
Case No. 280,0,2018-05-26 08:09:41,0,402668
Case No. 280,1,2018-05-26 08:09:51,1,10
Case No. 280,2,2018-05-26 08:10:21,2,30
Case No. 280,3,2018-05-26 08:10:46,11,25
Case No. 280,4,2018-05-26 08:11:10,8,24
Case No. 280,5,2018-05-26 08:11:18,0,8
Case No. 280,8,2018-05-26 08:11:38,12,20
Case No. 280,9,2018-05-26 08:11:47,3,9
Case No. 280,6,2018-05-26 08:12:47,6,60
Case No. 280,7,2018-05-26 08:14:47,7,120
Case No. 280,7,2018-05-26 08:15:27,6,40
Case No. 280,7,2018-05-26 08:16:47,3,80
Case No. 280,7,2018-05-26 08:17:27,3,40
Case No. 281,0,2018-06-04 20:56:29,9,823142
Case No. 281,1,2018-06-04 20:56:39,1,10
Case No. 281,2,2018-06-04 20:57:09,2,30
Case No. 281,3,2018-06-04 20:57:34,3,25
Case No. 281,4,2018-06-04 20:58:10,4,36
Case No. 281,5,2018-06-04 20:58:26,4,16
Case No. 281,6,2018-06-04 20:58:56,6,30
Case No. 281,7,2018-06-04 20:59:36,7,40
Case No. 281,7,2018-06-04 21:00:16,14,40
Case No. 281,7,2018-06-04 21:02:16,3,120
Case No. 281,7,2018-06-04 21:02:56,3,40
Case No. 281,7,2018-06-04 21:04:56,3,120
Case No. 282,0,2018-05-31 04:48:05,0,-404211
Case No. 282,1,2018-05-31 04:48:15,1,10
Case No. 282,2,2018-05-31 04:48:45,2,30
Case No. 282,3,2018-05-31 04:50:00,11,75
Case No. 282,4,2018-05-31 04:50:36,8,36
Case No. 282,5,2018-05-31 04:51:00,9,24
Case No. 282,8,2018-05-31 04:52:00,10,60
Case No. 282,9,2018-05-31 04:52:06,6,6
Case No. 282,6,2018-05-31 04:52:36,6,30
Case No. 282,7,2018-05-31 04:54:36,7,120
Case No. 282,7,2018-05-31 04:56:36,15,120
Case No. 282,7,2018-05-31 04:57:16,3,40
Case No. 282,7,2018-05-31 04:57:56,3,40
Case No. 283,0,2018-06-05 00:16:26,0,415110
Case No. 283,1,2018-06-05 00:16:31,1,5
Case No. 283,2,2018-06-05 00:16:41,2,10
Case No. 283,3,2018-06-05 00:17:06,3,25
Case No. 283,4,2018-06-05 00:17:30,4,24
Case No. 283,5,2018-06-05 00:17:38,5,8
Case No. 283,6,2018-06-05 00:18:08,6,30
Case No. 283,7,2018-06-05 00:20:08,7,120
Case No. 283,7,2018-06-05 00:22:08,14,120
Case No. 283,7,2018-06-05 00:24:08,3,120
Case No. 283,7,2018-06-05 00:24:48,3,40
Case No. 283,7,2018-06-05 00:26:08,3,80
Case No. 284,0,2018-05-31 08:12:39,0,-404009
Case No. 284,1,2018-05-31 08:12:54,1,15
Case No. 284,2,2018-05-31 08:13:04,2,10
Case No. 284,3,2018-05-31 08:13:29,11,25
Case No. 284,4,2018-05-31 08:13:53,8,24
Case No. 284,5,2018-05-31 08:14:09,7,16
Case No. 284,8,2018-05-31 08:15:09,10,60
Case No. 284,9,2018-05-31 08:15:18,6,9
Case No. 284,6,2018-05-31 08:16:18,6,60
Case No. 284,7,2018-05-31 08:16:58,7,40
Case No. 284,7,2018-05-31 08:17:38,15,40
Case No. 284,7,2018-05-31 08:18:18,3,40
Case No. 284,7,2018-05-31 08:18:58,3,40
Case No. 285,0,2018-06-05 04:17:12,0,417494
Case No. 285,1,2018-06-05 04:17:27,1,15
Case No. 285,2,2018-06-05 04:17:37,2,10
Case No. 285,3,2018-06-05 04:18:52,3,75
Case No. 285,4,2018-06-05 04:19:28,4,36
Case No. 285,5,2018-06-05 04:19:36,6,8
Case No. 285,6,2018-06-05 04:20:06,6,30
Case No. 285,7,2018-06-05 04:22:06,7,120
Case No. 285,7,2018-06-05 04:24:06,14,120
Case No. 285,7,2018-06-05 04:26:06,3,120
Case No. 285,7,2018-06-05 04:28:06,3,120
Case No. 285,7,2018-06-05 04:28:46,3,40
Case No. 286,0,2018-05-26 12:41:08,0,-834458
Case No. 286,1,2018-05-26 12:41:18,1,10
Case No. 286,2,2018-05-26 12:41:48,2,30
Case No. 286,3,2018-05-26 12:42:38,11,50
Case No. 286,4,2018-05-26 12:43:02,8,24
Case No. 286,5,2018-05-26 12:43:26,15,24
Case No. 286,8,2018-05-26 12:44:26,12,60
Case No. 286,9,2018-05-26 12:44:29,3,3
Case No. 286,6,2018-05-26 12:45:59,6,90
Case No. 286,7,2018-05-26 12:46:39,7,40
Case No. 286,7,2018-05-26 12:48:39,6,120
Case No. 286,7,2018-05-26 12:49:19,3,40
Case No. 286,7,2018-05-26 12:51:19,3,120
Case No. 287,0,2018-06-05 08:01:19,9,846600
Case No. 287,1,2018-06-05 08:01:34,1,15
Case No. 287,2,2018-06-05 08:01:54,2,20
Case No. 287,3,2018-06-05 08:03:09,3,75
Case No. 287,4,2018-06-05 08:03:45,4,36
Case No. 287,5,2018-06-05 08:03:53,6,8
Case No. 287,6,2018-06-05 08:04:23,6,30
Case No. 287,7,2018-06-05 08:05:43,7,80
Case No. 287,7,2018-06-05 08:06:23,14,40
Case No. 287,7,2018-06-05 08:07:03,3,40
Case No. 287,7,2018-06-05 08:09:03,3,120
Case No. 287,7,2018-06-05 08:10:23,3,80
Case No. 288,0,2018-05-31 12:10:55,9,-417568
Case No. 288,1,2018-05-31 12:11:10,1,15
Case No. 288,2,2018-05-31 12:11:40,2,30
Case No. 288,3,2018-05-31 12:12:55,11,75
Case No. 288,4,2018-05-31 12:13:07,8,12
Case No. 288,5,2018-05-31 12:13:23,7,16
Case No. 288,8,2018-05-31 12:14:23,10,60
Case No. 288,9,2018-05-31 12:14:29,6,6
Case No. 288,6,2018-05-31 12:15:29,6,60
Case No. 288,7,2018-05-31 12:16:09,7,40
Case No. 288,7,2018-05-31 12:17:29,15,80
