CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTime
Application_1331441624,7,2016-01-13 11:15:34,50,0
Application_1331441624,8,2016-01-13 11:15:34,50,0
Application_1331441624,9,2016-01-13 11:15:34,50,0
Application_1331441624,10,2016-02-01 10:32:09,16,1638995
Application_1331441624,11,2016-02-01 10:32:10,16,1
Application_1331441624,12,2016-02-01 10:32:41,16,31
Application_1331441624,13,2016-02-01 11:44:50,20,4329
Application_1331441624,14,2016-02-01 11:44:50,20,0
Application_1331441624,10,2016-02-01 15:12:45,16,12475
Application_1331441624,11,2016-02-01 15:12:45,16,0
Application_1331441624,13,2016-02-01 16:40:50,20,5285
Application_1331441624,14,2016-02-01 16:40:50,20,0
Application_1331441624,10,2016-02-02 12:42:54,15,72124
Application_1331441624,11,2016-02-02 12:42:54,15,0
Application_1331441624,13,2016-02-03 10:21:10,14,77896
Application_1331441624,14,2016-02-03 10:21:10,14,0
Application_1331441624,21,2016-02-09 15:38:11,34,537421
Application_1331441624,19,2016-02-09 15:38:11,34,0
Application_953097922,0,2016-01-12 13:49:40,63,-2425711
Application_953097922,2,2016-01-12 13:49:40,63,0
Application_953097922,4,2016-01-12 13:50:34,63,54
Application_953097922,5,2016-01-12 15:36:55,21,6381
Application_953097922,6,2016-01-12 15:36:56,21,1
Application_953097922,3,2016-01-12 15:37:10,21,14
Application_953097922,7,2016-01-12 15:37:10,21,0
Application_953097922,8,2016-01-12 15:37:10,21,0
Application_953097922,9,2016-01-12 15:37:11,21,1
Application_953097922,10,2016-01-20 10:49:40,15,673949
Application_953097922,11,2016-01-20 10:49:41,15,1
Application_953097922,12,2016-01-20 10:49:53,15,12
Application_953097922,15,2016-01-20 12:35:17,4,6324
Application_953097922,16,2016-01-20 12:35:17,4,0
Application_127178924,0,2016-01-12 14:01:41,1,-686016
Application_127178924,2,2016-01-12 14:01:41,1,0
Application_127178924,4,2016-01-12 14:06:54,1,313
Application_127178924,5,2016-01-12 14:13:12,1,378
Application_127178924,6,2016-01-12 14:13:13,1,1
Application_127178924,3,2016-01-12 14:13:25,1,12
Application_127178924,7,2016-01-12 14:13:25,1,0
Application_127178924,8,2016-01-12 14:13:25,1,0
Application_127178924,9,2016-01-12 14:13:25,1,0
Application_127178924,11,2016-01-18 12:24:02,7,511837
Application_127178924,12,2016-01-18 12:24:09,7,7
Application_127178924,10,2016-01-21 15:08:47,40,269078
Application_127178924,15,2016-01-21 15:08:47,40,0
Application_127178924,16,2016-01-21 15:08:47,40,0
Application_96006350,0,2016-01-12 14:12:56,44,-780951
Application_96006350,2,2016-01-12 14:12:56,44,0
Application_96006350,4,2016-01-12 14:20:54,44,478
Application_96006350,5,2016-01-12 14:23:20,44,146
Application_96006350,6,2016-01-12 14:23:21,44,1
Application_96006350,3,2016-01-12 14:23:33,44,12
Application_96006350,7,2016-01-12 14:23:33,44,0
Application_96006350,8,2016-01-12 14:23:33,44,0
Application_96006350,9,2016-01-12 14:23:33,44,0
Application_96006350,11,2016-01-21 12:05:52,7,769339
Application_96006350,12,2016-01-22 10:34:20,40,80908
Application_96006350,10,2016-01-22 10:36:06,40,106
Application_96006350,14,2016-01-22 10:36:06,40,0
Application_96006350,13,2016-01-29 16:46:23,19,627017
Application_96006350,11,2016-01-29 16:46:23,19,0
Application_96006350,10,2016-01-29 17:40:28,14,3245
Application_96006350,15,2016-01-29 17:40:28,14,0
Application_96006350,16,2016-01-29 17:40:28,14,0
Application_1353914944,0,2016-01-12 14:22:22,1,-1480686
Application_1353914944,2,2016-01-12 14:22:22,1,0
Application_1353914944,4,2016-01-12 14:25:18,1,176
Application_1353914944,5,2016-01-12 14:30:00,1,282
Application_1353914944,6,2016-01-12 14:30:02,1,2
Application_1353914944,3,2016-01-12 14:32:57,1,175
Application_1353914944,7,2016-01-12 14:32:57,1,0
Application_1353914944,8,2016-01-12 14:32:57,1,0
Application_1353914944,9,2016-01-12 14:32:57,1,0
Application_1353914944,11,2016-01-20 12:12:32,19,682775
Application_1353914944,12,2016-01-20 12:12:39,19,7
Application_1353914944,10,2016-01-22 8:59:32,25,161213
Application_1353914944,15,2016-01-22 8:59:32,25,0
Application_1353914944,16,2016-01-22 8:59:32,25,0
Application_1601041346,0,2016-01-12 14:47:24,0,-843128
Application_1601041346,1,2016-01-12 14:47:24,0,0
Application_1601041346,2,2016-01-12 14:48:50,0,86
Application_1601041346,3,2016-01-13 11:19:10,56,73820
Application_1601041346,4,2016-01-13 21:00:43,34,34893
Application_1601041346,5,2016-01-13 21:05:58,34,315
Application_1601041346,6,2016-01-13 21:06:00,34,2
Application_1601041346,7,2016-01-13 21:07:56,34,116
Application_1601041346,8,2016-01-13 21:07:56,34,0
Application_1601041346,9,2016-01-13 21:07:56,34,0
Application_1601041346,11,2016-01-22 9:49:58,43,736922
Application_1601041346,12,2016-01-22 9:50:03,43,5
Application_1601041346,10,2016-01-22 13:58:46,32,14923
Application_1601041346,13,2016-01-22 13:58:46,32,0
Application_1601041346,14,2016-01-22 13:58:46,32,0
Application_1601041346,10,2016-01-22 17:02:45,70,11039
Application_1601041346,11,2016-01-22 17:02:45,70,0
Application_1601041346,21,2016-01-22 17:15:13,32,748
Application_1601041346,19,2016-01-22 17:15:13,32,0
Application_217630695,0,2016-01-12 14:48:19,0,-872814
Application_217630695,1,2016-01-12 14:48:19,0,0
Application_217630695,20,2016-01-12 15:22:39,1,2060
Application_217630695,2,2016-01-12 15:22:39,1,0
Application_217630695,4,2016-01-13 11:42:33,28,73194
Application_217630695,5,2016-01-13 11:47:03,28,270
Application_217630695,6,2016-01-13 11:47:04,28,1
Application_217630695,3,2016-01-13 11:47:14,28,10
Application_217630695,7,2016-01-13 11:47:14,28,0
Application_217630695,8,2016-01-13 11:47:14,28,0
Application_217630695,9,2016-01-13 11:47:14,28,0
Application_217630695,11,2016-01-19 13:13:25,23,523571
Application_217630695,12,2016-01-19 13:13:44,23,19
Application_217630695,10,2016-01-20 15:11:31,32,93467
Application_217630695,23,2016-01-21 8:30:06,71,62315
Application_217630695,23,2016-01-21 16:41:51,71,29505
Application_217630695,17,2016-01-21 16:41:51,71,0
Application_217630695,18,2016-01-21 16:41:51,71,0
Application_1425008735,0,2016-01-12 14:58:47,0,-783784
Application_1425008735,1,2016-01-12 14:58:47,0,0
Application_1425008735,2,2016-01-12 15:00:12,0,85
Application_1425008735,4,2016-01-13 11:35:14,56,74102
Application_1425008735,5,2016-01-13 11:44:56,56,582
Application_1425008735,6,2016-01-13 11:44:57,56,1
Application_1425008735,3,2016-01-13 11:49:29,56,272
Application_1425008735,7,2016-01-13 11:49:29,56,0
Application_1425008735,8,2016-01-13 11:49:29,56,0
Application_1425008735,9,2016-01-13 11:49:29,56,0
Application_1425008735,10,2016-01-15 14:39:11,3,182982
Application_1425008735,11,2016-01-15 14:39:12,3,1
Application_1425008735,12,2016-01-15 14:39:18,3,6
Application_1425008735,13,2016-01-15 16:20:12,20,6054
Application_1425008735,14,2016-01-15 16:20:12,20,0
Application_1425008735,10,2016-01-19 11:19:46,15,327574
Application_1425008735,11,2016-01-19 11:19:46,15,0
Application_1425008735,15,2016-01-19 11:48:26,4,1720
Application_1425008735,16,2016-01-19 11:48:26,4,0
Application_489624309,0,2016-01-12 16:00:07,0,-589699
Application_489624309,1,2016-01-12 16:00:07,0,0
Application_489624309,2,2016-01-12 16:01:12,0,65
Application_489624309,4,2016-01-13 11:52:01,54,71449
Application_489624309,5,2016-01-13 11:58:48,54,407
Application_489624309,6,2016-01-13 11:58:49,54,1
Application_489624309,5,2016-01-13 11:59:10,54,21
Application_489624309,6,2016-01-13 11:59:11,54,1
Application_489624309,3,2016-01-13 12:01:19,54,128
Application_489624309,7,2016-01-13 12:01:19,54,0
Application_489624309,7,2016-01-13 12:01:19,54,0
Application_489624309,8,2016-01-13 12:01:19,54,0
Application_489624309,9,2016-01-13 12:01:19,54,0
Application_489624309,10,2016-01-28 12:32:02,23,1297843
Application_489624309,11,2016-01-28 12:32:03,23,1
Application_489624309,12,2016-01-28 12:32:42,23,39
Application_489624309,15,2016-01-28 13:39:13,14,3991
Application_489624309,16,2016-01-28 13:39:13,14,0
Application_489624309,19,2016-01-28 13:39:13,14,0
Application_1456924666,0,2016-01-12 16:07:25,17,-1373508
Application_1456924666,2,2016-01-12 16:07:25,17,0
Application_1456924666,3,2016-01-12 16:07:25,17,0
Application_1456924666,4,2016-01-12 16:08:39,17,74
Application_1456924666,5,2016-01-14 10:12:50,38,151451
Application_1456924666,6,2016-01-14 10:12:51,38,1
Application_1456924666,7,2016-01-14 10:14:49,38,118
Application_1456924666,8,2016-01-14 10:14:49,38,0
Application_1456924666,9,2016-01-14 10:14:49,38,0
Application_1456924666,21,2016-02-14 9:00:30,0,2673941
Application_1456924666,19,2016-02-14 9:00:30,0,0
Application_1823621137,0,2016-01-12 16:13:54,0,-2825196
Application_1823621137,1,2016-01-12 16:13:54,0,0
Application_1823621137,2,2016-01-12 16:15:18,0,84
Application_1823621137,3,2016-01-13 11:53:10,56,70672
Application_1823621137,4,2016-01-14 11:52:57,29,86387
Application_1823621137,5,2016-01-14 11:55:29,29,152
Application_1823621137,6,2016-01-14 11:55:30,29,1
Application_1823621137,7,2016-01-14 11:57:15,29,105
Application_1823621137,8,2016-01-14 11:57:15,29,0
Application_1823621137,9,2016-01-14 11:57:15,29,0
Application_1823621137,10,2016-01-20 12:58:10,19,522055
Application_1823621137,11,2016-01-20 12:58:10,19,0
Application_1823621137,12,2016-01-20 12:58:18,19,8
Application_1823621137,13,2016-01-20 14:37:53,20,5975
Application_1823621137,14,2016-01-20 14:37:53,20,0
Application_1823621137,10,2016-01-26 13:07:46,23,512993
Application_1823621137,11,2016-01-26 13:07:46,23,0
Application_1823621137,15,2016-01-26 17:29:36,4,15710
Application_1823621137,16,2016-01-26 17:29:36,4,0
Application_672060895,0,2016-01-12 16:35:01,29,-1212875
Application_672060895,2,2016-01-12 16:35:01,29,0
Application_672060895,4,2016-01-12 16:39:10,29,249
Application_672060895,5,2016-01-12 16:43:50,29,280
Application_672060895,6,2016-01-12 16:43:51,29,1
Application_672060895,3,2016-01-12 16:44:07,29,16
Application_672060895,7,2016-01-12 16:44:07,29,0
Application_672060895,8,2016-01-12 16:44:07,29,0
Application_672060895,9,2016-01-12 16:44:07,29,0
Application_672060895,11,2016-01-20 10:56:34,19,670347
Application_672060895,12,2016-01-20 10:56:39,19,5
Application_672060895,10,2016-01-21 11:47:25,6,89446
Application_672060895,23,2016-01-21 16:41:35,71,17650
Application_672060895,10,2016-01-21 16:41:35,71,0
Application_672060895,17,2016-01-21 17:55:10,32,4415
Application_672060895,18,2016-01-21 17:55:10,32,0
Application_123987545,0,2016-01-12 16:36:51,44,-782299
Application_123987545,2,2016-01-12 16:36:51,44,0
Application_123987545,4,2016-01-12 16:41:16,44,265
Application_123987545,5,2016-01-12 16:46:43,44,327
Application_123987545,6,2016-01-12 16:46:45,44,2
Application_123987545,3,2016-01-12 16:47:29,44,44
Application_123987545,7,2016-01-12 16:47:29,44,0
Application_123987545,8,2016-01-12 16:47:29,44,0
Application_123987545,9,2016-01-12 16:47:29,44,0
Application_123987545,5,2016-01-18 13:36:55,38,506966
Application_123987545,6,2016-01-18 13:36:56,38,1
Application_123987545,7,2016-01-18 13:37:10,38,14
Application_123987545,19,2016-01-18 13:37:18,38,8
Application_123987545,11,2016-02-04 11:37:26,9,1461608
Application_123987545,12,2016-02-04 11:39:32,9,126
Application_123987545,10,2016-02-09 14:56:23,32,443811
Application_123987545,13,2016-02-09 14:56:23,32,0
Application_123987545,14,2016-02-09 14:56:23,32,0
Application_123987545,5,2016-02-09 16:31:41,53,5718
Application_123987545,6,2016-02-09 16:31:43,53,2
Application_123987545,22,2016-02-09 16:32:28,53,45
Application_123987545,11,2016-02-11 16:46:13,19,173625
Application_123987545,10,2016-02-11 16:57:32,32,679
Application_123987545,13,2016-02-11 16:57:32,32,0
Application_123987545,14,2016-02-11 16:57:32,32,0
Application_123987545,12,2016-02-11 16:58:14,32,42
Application_123987545,15,2016-02-15 15:12:20,23,339246
Application_123987545,16,2016-02-15 15:12:20,23,0
Application_123987545,19,2016-02-15 15:12:20,23,0
Application_961505598,0,2016-01-12 16:48:52,0,-2931808
Application_961505598,1,2016-01-12 16:48:52,0,0
Application_961505598,2,2016-01-12 16:50:29,0,97
Application_961505598,4,2016-01-13 12:12:47,54,69738
Application_961505598,5,2016-01-13 12:19:29,54,402
Application_961505598,6,2016-01-13 12:19:30,54,1
Application_961505598,5,2016-01-13 12:19:52,54,22
Application_961505598,6,2016-01-13 12:19:53,54,1
Application_961505598,3,2016-01-13 12:20:40,54,47
Application_961505598,7,2016-01-13 12:20:40,54,0
Application_961505598,7,2016-01-13 12:20:40,54,0
Application_961505598,8,2016-01-13 12:20:40,54,0
Application_961505598,9,2016-01-13 12:20:40,54,0
Application_961505598,10,2016-01-20 17:44:42,3,624242
Application_961505598,11,2016-01-20 17:44:43,3,1
Application_961505598,12,2016-01-20 17:44:55,3,12
Application_961505598,15,2016-01-21 9:31:34,12,56799
Application_961505598,16,2016-01-21 9:31:34,12,0
Application_961505598,19,2016-01-21 9:31:34,12,0
Application_1327252496,0,2016-01-12 18:15:54,34,-746140
Application_1327252496,2,2016-01-12 18:15:54,34,0
Application_1327252496,4,2016-01-12 18:20:40,34,286
Application_1327252496,5,2016-01-12 18:28:04,34,444
Application_1327252496,6,2016-01-12 18:28:05,34,1
Application_1327252496,3,2016-01-12 18:28:25,34,20
Application_1327252496,7,2016-01-12 18:28:25,34,0
Application_1327252496,8,2016-01-12 18:28:25,34,0
Application_1327252496,9,2016-01-12 18:28:25,34,0
Application_1327252496,11,2016-01-21 11:01:29,19,750784
Application_1327252496,12,2016-01-21 11:01:36,19,7
Application_1327252496,14,2016-01-25 12:12:42,22,349866
Application_1327252496,11,2016-01-29 13:03:23,9,348641
Application_1327252496,10,2016-02-01 10:20:19,22,249416
Application_1327252496,13,2016-02-01 10:20:19,22,0
Application_1327252496,14,2016-02-01 10:20:19,22,0
Application_1327252496,11,2016-02-02 13:22:53,15,97354
Application_1327252496,10,2016-02-02 16:07:39,22,9886
Application_1327252496,13,2016-02-02 16:07:39,22,0
Application_1327252496,14,2016-02-02 16:07:39,22,0
Application_1327252496,13,2016-02-02 19:17:11,31,11372
Application_1327252496,11,2016-02-02 19:17:11,31,0
Application_1327252496,10,2016-02-03 17:01:33,22,78262
Application_1327252496,13,2016-02-03 17:01:33,22,0
Application_1327252496,14,2016-02-03 17:01:33,22,0
Application_1327252496,11,2016-02-04 18:27:32,52,91559
Application_1327252496,10,2016-02-08 13:23:28,22,327356
Application_1327252496,13,2016-02-08 13:23:28,22,0
Application_1327252496,14,2016-02-08 13:23:28,22,0
Application_1327252496,10,2016-02-09 10:34:57,7,76289
Application_1327252496,11,2016-02-09 10:34:57,7,0
Application_1327252496,10,2016-02-09 11:23:45,22,2928
Application_1327252496,15,2016-02-09 11:23:45,22,0
Application_1327252496,16,2016-02-09 11:23:45,22,0
Application_1685403223,0,2016-01-12 18:17:01,1,-2394404
Application_1685403223,2,2016-01-12 18:17:01,1,0
Application_1685403223,4,2016-01-12 18:22:28,1,327
Application_1685403223,5,2016-01-12 18:25:51,1,203
Application_1685403223,6,2016-01-12 18:25:52,1,1
Application_1685403223,3,2016-01-12 18:26:05,1,13
Application_1685403223,7,2016-01-12 18:26:05,1,0
Application_1685403223,8,2016-01-12 18:26:05,1,0
Application_1685403223,9,2016-01-12 18:26:05,1,0
Application_1685403223,10,2016-01-26 11:54:41,9,1186116
Application_1685403223,11,2016-01-26 11:54:42,9,1
Application_1685403223,12,2016-01-26 11:57:08,9,146
Application_1685403223,15,2016-01-26 17:16:59,4,19191
Application_1685403223,16,2016-01-26 17:16:59,4,0
Application_1134274536,0,2016-01-12 18:50:20,29,-1203999
Application_1134274536,2,2016-01-12 18:50:20,29,0
Application_1134274536,4,2016-01-12 18:53:46,29,206
Application_1134274536,5,2016-01-12 19:03:22,29,576
Application_1134274536,6,2016-01-12 19:03:23,29,1
Application_1134274536,3,2016-01-12 19:07:26,29,243
Application_1134274536,7,2016-01-12 19:07:26,29,0
Application_1134274536,8,2016-01-12 19:07:26,29,0
Application_1134274536,9,2016-01-12 19:07:26,29,0
Application_1134274536,5,2016-01-12 20:21:20,41,4434
Application_1134274536,6,2016-01-12 20:21:21,41,1
Application_1134274536,7,2016-01-12 20:22:32,41,71
Application_1134274536,10,2016-01-19 12:28:27,3,576355
Application_1134274536,11,2016-01-19 12:28:28,3,1
Application_1134274536,12,2016-01-19 12:33:48,3,320
Application_1134274536,13,2016-01-19 14:43:32,20,7784
Application_1134274536,14,2016-01-19 14:43:32,20,0
Application_1134274536,10,2016-01-20 9:57:25,9,69233
Application_1134274536,11,2016-01-20 9:57:25,9,0
Application_1134274536,13,2016-01-20 12:19:22,20,8517
Application_1134274536,14,2016-01-20 12:19:22,20,0
Application_1134274536,15,2016-01-22 9:43:58,7,163476
Application_1134274536,16,2016-01-22 9:43:58,7,0
Application_1134274536,19,2016-01-22 9:43:58,7,0
Application_1382673202,0,2016-01-12 18:52:48,0,-831070
Application_1382673202,1,2016-01-12 18:52:48,0,0
Application_1382673202,2,2016-01-12 18:54:16,0,88
Application_1382673202,3,2016-01-13 12:56:07,56,64911
Application_1382673202,4,2016-01-13 19:54:42,42,25115
Application_1382673202,5,2016-01-13 19:58:24,42,222
Application_1382673202,6,2016-01-13 19:58:25,42,1
Application_1382673202,7,2016-01-13 19:58:53,42,28
Application_1382673202,8,2016-01-13 19:58:53,42,0
Application_1382673202,9,2016-01-13 19:58:53,42,0
Application_1382673202,10,2016-01-20 11:34:24,23,574531
Application_1382673202,11,2016-01-20 11:34:24,23,0
Application_1382673202,12,2016-01-20 11:34:59,23,35
Application_1382673202,15,2016-01-20 12:33:59,4,3540
Application_1382673202,16,2016-01-20 12:33:59,4,0
Application_704665572,0,2016-01-12 19:05:42,0,-667697
Application_704665572,1,2016-01-12 19:05:42,0,0
Application_704665572,2,2016-01-12 19:07:11,0,89
Application_704665572,3,2016-01-13 12:11:43,56,61472
Application_704665572,4,2016-01-13 12:22:52,56,669
Application_704665572,5,2016-01-13 12:25:53,56,181
Application_704665572,6,2016-01-13 12:25:54,56,1
Application_704665572,5,2016-01-13 12:28:20,56,146
Application_704665572,6,2016-01-13 12:28:21,56,1
Application_704665572,5,2016-01-13 12:32:02,56,221
Application_704665572,6,2016-01-13 12:32:03,56,1
Application_704665572,7,2016-01-13 12:33:38,56,95
Application_704665572,8,2016-01-13 12:33:38,56,0
Application_704665572,9,2016-01-13 12:33:38,56,0
Application_704665572,19,2016-01-13 12:33:52,56,14
Application_704665572,19,2016-01-13 12:33:52,56,0
Application_704665572,11,2016-01-19 14:58:13,15,527061
Application_704665572,12,2016-01-19 14:58:38,15,25
Application_704665572,10,2016-01-20 13:37:46,25,81548
Application_704665572,13,2016-01-20 13:37:46,25,0
Application_704665572,14,2016-01-20 13:37:46,25,0
Application_704665572,5,2016-01-20 20:50:40,44,25974
Application_704665572,6,2016-01-20 20:50:41,44,1
Application_704665572,22,2016-01-20 20:51:15,44,34
Application_704665572,11,2016-01-21 12:17:58,23,55603
Application_704665572,12,2016-01-21 12:18:34,23,36
Application_704665572,10,2016-01-21 14:49:15,25,9041
Application_704665572,13,2016-01-21 14:49:15,25,0
Application_704665572,14,2016-01-21 14:49:15,25,0
Application_704665572,15,2016-01-22 9:21:20,6,66725
Application_704665572,16,2016-01-22 9:21:20,6,0
Application_704665572,19,2016-01-22 9:21:20,6,0
Application_953335632,0,2016-01-12 19:09:26,0,-828714
Application_953335632,1,2016-01-12 19:09:26,0,0
Application_953335632,2,2016-01-12 19:10:31,0,65
Application_953335632,4,2016-01-12 21:12:40,30,7329
Application_953335632,5,2016-01-12 21:17:59,30,319
Application_953335632,6,2016-01-12 21:18:00,30,1
Application_953335632,7,2016-01-12 21:18:27,30,27
Application_953335632,8,2016-01-12 21:18:27,30,0
Application_953335632,9,2016-01-12 21:18:27,30,0
Application_953335632,21,2016-02-12 9:00:54,0,2634147
Application_953335632,19,2016-02-12 9:00:54,0,0
Application_173998060,0,2016-01-12 19:26:23,0,-2640871
Application_173998060,1,2016-01-12 19:26:23,0,0
Application_173998060,2,2016-01-12 19:27:10,0,47
Application_173998060,3,2016-01-13 13:35:12,61,65282
Application_173998060,4,2016-01-13 15:07:54,41,5562
Application_173998060,5,2016-01-13 15:09:15,41,81
Application_173998060,6,2016-01-13 15:09:17,41,2
Application_173998060,5,2016-01-13 15:10:04,41,47
Application_173998060,6,2016-01-13 15:10:05,41,1
Application_173998060,7,2016-01-13 15:10:34,41,29
Application_173998060,7,2016-01-13 15:10:34,41,0
Application_173998060,8,2016-01-13 15:10:35,41,1
Application_173998060,9,2016-01-13 15:10:35,41,0
Application_173998060,11,2016-01-20 11:31:30,16,591655
Application_173998060,12,2016-01-20 11:32:00,16,30
Application_173998060,10,2016-01-21 12:15:27,6,89007
Application_173998060,15,2016-01-21 12:15:27,6,0
Application_173998060,16,2016-01-21 12:15:27,6,0
Application_173998060,19,2016-01-21 12:15:27,6,0
Application_329803525,0,2016-01-12 19:42:36,34,-750771
Application_329803525,2,2016-01-12 19:42:36,34,0
Application_329803525,4,2016-01-12 19:45:25,34,169
Application_329803525,5,2016-01-12 19:53:26,34,481
Application_329803525,6,2016-01-12 19:53:27,34,1
Application_329803525,3,2016-01-12 19:55:33,34,126
Application_329803525,7,2016-01-12 19:55:33,34,0
Application_329803525,8,2016-01-12 19:55:33,34,0
Application_329803525,9,2016-01-12 19:55:33,34,0
Application_329803525,21,2016-02-12 9:00:49,0,2639116
Application_329803525,19,2016-02-12 9:00:49,0,0
Application_2053020199,0,2016-01-12 19:44:52,31,-2639757
Application_2053020199,2,2016-01-12 19:44:52,31,0
Application_2053020199,3,2016-01-12 19:44:52,31,0
Application_2053020199,4,2016-01-15 17:21:22,59,250590
Application_2053020199,5,2016-01-15 17:24:04,59,162
Application_2053020199,6,2016-01-15 17:24:06,59,2
Application_2053020199,7,2016-01-15 17:25:08,59,62
Application_2053020199,8,2016-01-15 17:25:08,59,0
Application_2053020199,9,2016-01-15 17:25:08,59,0
Application_2053020199,11,2016-01-27 12:18:56,3,1018428
Application_2053020199,12,2016-01-27 12:20:53,3,117
Application_2053020199,10,2016-01-29 12:33:31,14,173558
Application_2053020199,13,2016-01-29 12:33:31,14,0
Application_2053020199,14,2016-01-29 12:33:31,14,0
Application_2053020199,11,2016-01-29 14:53:21,9,8390
Application_2053020199,10,2016-01-29 15:05:46,14,745
Application_2053020199,13,2016-01-29 15:05:46,14,0
Application_2053020199,14,2016-01-29 15:05:46,14,0
Application_2053020199,5,2016-01-29 17:29:14,44,8608
Application_2053020199,6,2016-01-29 17:29:15,44,1
Application_2053020199,22,2016-01-29 17:29:27,44,12
Application_2053020199,12,2016-02-03 15:43:15,15,425628
Application_2053020199,11,2016-02-03 15:45:50,15,155
Application_2053020199,10,2016-02-04 9:07:42,14,62512
Application_2053020199,13,2016-02-04 9:07:42,14,0
Application_2053020199,14,2016-02-04 9:07:42,14,0
Application_2053020199,5,2016-02-04 15:11:15,44,21813
Application_2053020199,6,2016-02-04 15:11:17,44,2
Application_2053020199,22,2016-02-04 15:11:58,44,41
Application_2053020199,11,2016-02-06 15:28:27,43,173789
Application_2053020199,12,2016-02-06 15:30:01,43,94
Application_2053020199,10,2016-02-08 10:11:12,14,153671
Application_2053020199,15,2016-02-08 10:11:12,14,0
Application_2053020199,16,2016-02-08 10:11:12,14,0
Application_2053020199,19,2016-02-08 10:11:12,14,0
Application_2053020199,19,2016-02-08 10:11:12,14,0
Application_599331567,0,2016-01-12 19:56:01,0,-2297711
Application_599331567,1,2016-01-12 19:56:01,0,0
Application_599331567,2,2016-01-12 19:57:14,0,73
Application_599331567,4,2016-01-13 13:11:53,56,62079
Application_599331567,5,2016-01-13 13:14:56,56,183
Application_599331567,6,2016-01-13 13:14:57,56,1
Application_599331567,3,2016-01-13 13:18:09,56,192
Application_599331567,7,2016-01-13 13:18:09,56,0
Application_599331567,8,2016-01-13 13:18:09,56,0
Application_599331567,9,2016-01-13 13:18:09,56,0
Application_599331567,10,2016-01-19 11:34:48,7,512199
Application_599331567,11,2016-01-19 11:34:49,7,1
Application_599331567,12,2016-01-19 11:34:56,7,7
Application_599331567,15,2016-01-19 12:16:01,4,2465
Application_599331567,16,2016-01-19 12:16:01,4,0
Application_241160753,0,2016-01-12 20:11:18,31,-576283
Application_241160753,2,2016-01-12 20:11:18,31,0
Application_241160753,3,2016-01-12 20:11:18,31,0
Application_241160753,4,2016-01-13 12:54:34,41,60196
Application_241160753,5,2016-01-13 12:57:32,41,178
Application_241160753,6,2016-01-13 12:57:33,41,1
Application_241160753,7,2016-01-13 12:57:44,41,11
Application_241160753,8,2016-01-13 12:57:44,41,0
Application_241160753,9,2016-01-13 12:57:44,41,0
Application_241160753,5,2016-01-13 13:00:36,41,172
Application_241160753,6,2016-01-13 13:00:38,41,2
Application_241160753,7,2016-01-13 13:00:48,41,10
Application_241160753,10,2016-01-19 10:46:04,7,510316
Application_241160753,11,2016-01-19 10:46:05,7,1
Application_241160753,12,2016-01-19 10:46:24,7,19
Application_241160753,15,2016-01-19 11:50:00,4,3816
Application_241160753,16,2016-01-19 11:50:00,4,0
Application_241160753,19,2016-01-19 11:50:00,4,0
Application_184080124,0,2016-01-12 20:40:28,37,-572972
Application_184080124,2,2016-01-12 20:40:28,37,0
Application_184080124,4,2016-01-12 20:43:46,37,198
Application_184080124,5,2016-01-12 20:46:47,37,181
Application_184080124,6,2016-01-12 20:46:48,37,1
Application_184080124,3,2016-01-12 20:47:02,37,14
Application_184080124,7,2016-01-12 20:47:02,37,0
Application_184080124,8,2016-01-12 20:47:02,37,0
Application_184080124,9,2016-01-12 20:47:02,37,0
Application_184080124,11,2016-01-20 12:36:20,16,661758
Application_184080124,12,2016-01-20 12:36:36,16,16
Application_184080124,10,2016-01-21 13:13:25,25,88609
Application_184080124,13,2016-01-21 13:13:25,25,0
Application_184080124,14,2016-01-21 13:13:25,25,0
Application_184080124,21,2016-01-21 19:10:24,38,21419
Application_184080124,19,2016-01-21 19:10:24,38,0
Application_1104832087,0,2016-01-12 20:45:56,0,-771868
Application_1104832087,1,2016-01-12 20:45:56,0,0
Application_1104832087,2,2016-01-12 20:47:21,0,85
Application_1104832087,3,2016-01-13 13:20:34,56,59593
Application_1104832087,4,2016-01-13 13:31:16,56,642
Application_1104832087,5,2016-01-13 13:38:13,56,417
Application_1104832087,6,2016-01-13 13:38:15,56,2
Application_1104832087,7,2016-01-13 13:57:44,56,1169
Application_1104832087,8,2016-01-13 13:57:44,56,0
Application_1104832087,9,2016-01-13 13:57:44,56,0
Application_1104832087,5,2016-01-29 11:55:02,36,1375038
Application_1104832087,6,2016-01-29 11:55:04,36,2
Application_1104832087,7,2016-01-29 11:55:20,36,16
Application_1104832087,10,2016-02-04 12:27:28,9,520328
Application_1104832087,11,2016-02-04 12:27:29,9,1
Application_1104832087,12,2016-02-04 12:29:34,9,125
Application_1104832087,14,2016-02-09 10:03:11,25,423217
Application_1104832087,13,2016-02-09 13:42:29,39,13158
Application_1104832087,10,2016-02-09 13:42:29,39,0
Application_1104832087,11,2016-02-09 13:42:29,39,0
Application_1104832087,17,2016-02-09 13:49:41,25,432
Application_1104832087,18,2016-02-09 13:49:42,25,1
Application_1104832087,18,2016-02-09 13:49:42,25,0
Application_182125093,0,2016-01-12 20:46:37,0,-2394185
Application_182125093,1,2016-01-12 20:46:37,0,0
Application_182125093,2,2016-01-12 20:47:57,0,80
Application_182125093,4,2016-01-13 20:16:10,63,84493
Application_182125093,5,2016-01-13 20:18:34,63,144
