CaseID,Activity,CompleteTimestamp,Resource,ElapsedTime
Case No. 150,5,2019-03-16 15:25:13,2,6
Case No. 150,4,2019-03-16 15:31:09,3,101
Case No. 150,6,2019-03-16 15:42:42,1,133
Case No. 150,9,2019-03-16 16:46:07,2,106
Case No. 151,0,2019-03-16 17:03:46,3,98
Case No. 151,3,2019-03-16 17:44:58,3,39
Case No. 151,8,2019-03-16 17:52:48,3,6
Case No. 151,7,2019-03-16 18:16:26,3,36
Case No. 151,1,2019-03-16 18:21:16,2,97
Case No. 151,5,2019-03-16 18:25:18,4,138
Case No. 151,9,2019-03-16 18:27:46,4,132
Case No. 151,6,2019-03-16 19:09:18,2,117
Case No. 151,6,2019-03-16 19:12:50,2,90
Case No. 151,5,2019-03-16 20:09:26,2,132
Case No. 151,9,2019-03-16 20:16:06,4,92
Case No. 152,0,2019-03-16 21:04:05,2,38
Case No. 152,3,2019-03-16 21:23:35,0,23
Case No. 152,8,2019-03-16 21:50:05,4,92
Case No. 152,7,2019-03-16 22:15:33,3,11
Case No. 152,1,2019-03-16 22:22:54,1,140
Case No. 152,5,2019-03-16 22:54:50,0,32
Case No. 152,9,2019-03-16 23:23:36,0,12
Case No. 152,6,2019-03-16 23:33:18,0,72
Case No. 152,5,2019-03-16 23:43:00,1,42
Case No. 152,6,2019-03-17 00:06:04,0,127
Case No. 152,9,2019-03-17 00:12:08,0,66
Case No. 153,0,2019-03-17 01:08:49,3,2
Case No. 153,3,2019-03-17 01:17:14,2,39
Case No. 153,8,2019-03-17 01:25:18,2,77
Case No. 153,7,2019-03-17 01:34:42,1,87
Case No. 153,1,2019-03-17 01:48:30,3,101
Case No. 153,5,2019-03-17 02:06:45,3,33
Case No. 153,9,2019-03-17 02:11:57,1,93
Case No. 153,6,2019-03-17 03:08:45,1,78
Case No. 153,5,2019-03-17 04:26:37,0,130
Case No. 153,6,2019-03-17 04:44:30,0,2
Case No. 153,9,2019-03-17 04:56:40,2,60
Case No. 154,0,2019-03-17 05:17:14,1,95
Case No. 154,3,2019-03-17 05:18:22,2,57
Case No. 154,8,2019-03-17 05:43:57,1,47
Case No. 154,7,2019-03-17 05:58:43,4,33
Case No. 154,1,2019-03-17 05:58:45,4,80
Case No. 154,5,2019-03-17 06:20:31,0,122
Case No. 154,9,2019-03-17 06:54:32,3,111
Case No. 154,6,2019-03-17 07:03:28,1,53
Case No. 154,6,2019-03-17 07:31:32,1,149
Case No. 154,5,2019-03-17 08:20:56,4,134
Case No. 154,9,2019-03-17 08:24:48,0,84
Case No. 155,0,2019-03-17 08:59:21,3,74
Case No. 155,3,2019-03-17 09:04:49,4,77
Case No. 155,8,2019-03-17 10:12:28,3,44
Case No. 155,7,2019-03-17 10:38:17,4,126
Case No. 155,1,2019-03-17 10:55:59,1,27
Case No. 155,5,2019-03-17 11:04:10,2,130
Case No. 155,6,2019-03-17 11:10:08,2,97
Case No. 155,9,2019-03-17 12:03:16,4,135
Case No. 155,6,2019-03-17 12:39:23,4,41
Case No. 155,5,2019-03-17 12:42:10,1,5
Case No. 155,9,2019-03-17 12:44:38,3,118
Case No. 156,0,2019-03-17 13:10:57,2,33
Case No. 156,3,2019-03-17 13:27:43,3,87
Case No. 156,8,2019-03-17 13:59:27,4,107
Case No. 156,7,2019-03-17 14:00:47,2,126
Case No. 156,1,2019-03-17 14:01:26,3,93
Case No. 156,5,2019-03-17 15:31:21,1,10
Case No. 156,9,2019-03-17 15:33:48,3,64
Case No. 156,6,2019-03-17 15:52:48,2,6
Case No. 156,5,2019-03-17 16:04:59,2,142
Case No. 156,6,2019-03-17 16:20:12,0,140
Case No. 156,9,2019-03-17 16:54:59,3,79
Case No. 157,0,2019-03-17 17:17:18,3,13
Case No. 157,3,2019-03-17 17:28:32,3,64
Case No. 157,8,2019-03-17 17:55:32,2,63
Case No. 157,7,2019-03-17 18:06:45,2,100
Case No. 157,1,2019-03-17 18:15:46,1,39
Case No. 157,5,2019-03-17 18:38:31,0,56
Case No. 157,6,2019-03-17 18:56:31,2,107
Case No. 157,9,2019-03-17 19:25:42,2,120
Case No. 157,6,2019-03-17 19:26:17,0,125
Case No. 157,5,2019-03-17 20:15:43,2,65
Case No. 157,9,2019-03-17 20:52:42,0,54
Case No. 158,0,2019-03-17 21:26:09,2,71
Case No. 158,3,2019-03-17 21:43:59,0,17
Case No. 158,8,2019-03-17 21:44:35,1,42
Case No. 158,7,2019-03-17 22:00:58,1,42
Case No. 158,1,2019-03-17 22:18:39,1,85
Case No. 158,5,2019-03-17 22:34:59,2,138
Case No. 158,6,2019-03-17 23:13:57,3,21
Case No. 158,9,2019-03-17 23:38:30,2,115
Case No. 158,5,2019-03-18 00:06:36,1,82
Case No. 158,6,2019-03-18 00:29:19,1,69
Case No. 158,9,2019-03-18 00:38:32,1,117
Case No. 159,0,2019-03-18 01:27:03,4,21
Case No. 159,3,2019-03-18 01:28:29,4,121
Case No. 159,8,2019-03-18 01:30:01,2,43
Case No. 159,7,2019-03-18 01:42:14,3,115
Case No. 159,1,2019-03-18 01:56:39,0,41
Case No. 159,5,2019-03-18 02:33:42,2,39
Case No. 159,6,2019-03-18 03:28:58,4,112
Case No. 159,9,2019-03-18 03:35:14,2,39
Case No. 159,5,2019-03-18 03:35:58,1,143
Case No. 159,6,2019-03-18 03:38:53,1,94
Case No. 159,9,2019-03-18 04:29:24,4,113
Case No. 160,0,2019-03-18 05:09:05,2,139
Case No. 160,3,2019-03-18 05:13:26,1,72
Case No. 160,8,2019-03-18 05:26:15,4,90
Case No. 160,7,2019-03-18 05:35:07,3,101
Case No. 160,1,2019-03-18 05:41:02,2,76
Case No. 160,5,2019-03-18 05:42:26,4,90
Case No. 160,6,2019-03-18 07:07:11,0,44
Case No. 160,9,2019-03-18 07:38:38,1,14
Case No. 160,6,2019-03-18 07:50:50,1,17
Case No. 160,5,2019-03-18 08:14:31,3,27
Case No. 160,9,2019-03-18 08:38:50,4,116
Case No. 161,0,2019-03-18 09:33:26,3,77
Case No. 161,3,2019-03-18 10:09:05,1,62
Case No. 161,8,2019-03-18 10:14:52,0,15
Case No. 161,7,2019-03-18 11:11:32,1,55
Case No. 161,1,2019-03-18 11:20:49,2,38
Case No. 161,5,2019-03-18 11:42:08,4,111
Case No. 161,6,2019-03-18 11:56:50,2,20
Case No. 161,9,2019-03-18 12:36:06,4,128
Case No. 161,5,2019-03-18 12:37:11,0,22
Case No. 161,6,2019-03-18 12:40:00,0,54
Case No. 161,9,2019-03-18 12:43:34,4,28
Case No. 162,0,2019-03-18 12:58:33,1,116
Case No. 162,3,2019-03-18 13:02:38,0,76
Case No. 162,8,2019-03-18 13:08:22,3,124
Case No. 162,7,2019-03-18 13:14:06,0,71
Case No. 162,1,2019-03-18 13:33:37,2,123
Case No. 162,5,2019-03-18 14:14:15,3,88
Case No. 162,9,2019-03-18 15:24:39,4,58
Case No. 162,6,2019-03-18 15:42:27,1,36
Case No. 162,6,2019-03-18 16:04:52,2,28
Case No. 162,5,2019-03-18 16:46:44,2,42
Case No. 162,9,2019-03-18 16:46:49,2,59
Case No. 163,0,2019-03-18 18:18:20,1,56
Case No. 163,3,2019-03-18 18:24:54,3,3
Case No. 163,8,2019-03-18 18:57:58,3,55
Case No. 163,7,2019-03-18 19:42:33,1,121
Case No. 163,1,2019-03-18 19:59:12,0,11
Case No. 163,5,2019-03-18 20:01:02,2,126
Case No. 163,9,2019-03-18 20:17:17,0,89
Case No. 163,6,2019-03-18 20:23:56,4,143
Case No. 163,5,2019-03-18 20:37:50,4,100
Case No. 163,6,2019-03-18 20:50:23,4,56
Case No. 163,9,2019-03-18 20:55:51,4,8
Case No. 164,0,2019-03-18 20:59:10,0,116
Case No. 164,3,2019-03-18 21:06:08,1,33
Case No. 164,8,2019-03-18 21:35:11,3,133
Case No. 164,7,2019-03-18 21:53:17,3,117
Case No. 164,1,2019-03-18 21:59:25,3,10
Case No. 164,5,2019-03-18 22:03:53,4,61
Case No. 164,9,2019-03-18 22:23:13,2,79
Case No. 164,6,2019-03-18 22:53:27,3,55
Case No. 164,5,2019-03-18 23:04:05,2,37
Case No. 164,6,2019-03-18 23:11:08,0,94
Case No. 164,9,2019-03-19 00:38:53,0,73
Case No. 165,0,2019-03-19 01:15:15,3,128
Case No. 165,3,2019-03-19 01:24:44,0,17
Case No. 165,8,2019-03-19 01:27:30,1,128
Case No. 165,7,2019-03-19 01:29:04,2,41
Case No. 165,1,2019-03-19 01:34:53,3,33
Case No. 165,5,2019-03-19 02:21:45,2,53
Case No. 165,9,2019-03-19 03:18:29,2,19
Case No. 165,6,2019-03-19 03:23:41,3,131
Case No. 165,6,2019-03-19 03:25:54,3,68
Case No. 165,5,2019-03-19 03:44:05,4,87
Case No. 165,9,2019-03-19 04:45:23,0,81
Case No. 166,0,2019-03-19 05:03:42,2,32
Case No. 166,3,2019-03-19 05:19:34,0,4
Case No. 166,8,2019-03-19 05:22:56,1,96
Case No. 166,7,2019-03-19 05:44:32,2,55
Case No. 166,1,2019-03-19 06:17:41,4,38
Case No. 166,5,2019-03-19 07:05:39,3,34
Case No. 166,6,2019-03-19 07:12:23,0,136
Case No. 166,9,2019-03-19 07:38:45,4,141
Case No. 166,6,2019-03-19 07:49:03,0,123
Case No. 166,5,2019-03-19 08:04:38,2,136
Case No. 166,9,2019-03-19 08:33:34,2,24
Case No. 167,0,2019-03-19 08:59:45,4,133
Case No. 167,3,2019-03-19 09:03:19,3,94
Case No. 167,8,2019-03-19 09:18:02,4,53
Case No. 167,7,2019-03-19 09:31:41,3,116
Case No. 167,1,2019-03-19 09:55:58,3,47
Case No. 167,5,2019-03-19 11:29:49,2,143
Case No. 167,9,2019-03-19 11:30:54,0,106
Case No. 167,6,2019-03-19 11:37:27,1,139
Case No. 167,6,2019-03-19 11:37:43,3,63
Case No. 167,5,2019-03-19 12:17:48,3,39
Case No. 167,9,2019-03-19 12:23:01,4,106
Case No. 168,0,2019-03-19 13:17:37,0,4
Case No. 168,3,2019-03-19 13:23:55,3,71
Case No. 168,8,2019-03-19 13:42:04,1,87
Case No. 168,7,2019-03-19 13:42:58,3,94
Case No. 168,1,2019-03-19 14:23:53,0,5
Case No. 168,5,2019-03-19 14:26:52,1,46
Case No. 168,6,2019-03-19 14:33:17,3,139
Case No. 168,9,2019-03-19 14:38:47,3,28
Case No. 168,6,2019-03-19 14:39:37,2,129
Case No. 168,5,2019-03-19 15:17:37,0,55
Case No. 168,9,2019-03-19 15:48:20,3,64
Case No. 169,0,2019-03-19 17:07:01,1,17
Case No. 169,3,2019-03-19 17:30:33,0,49
Case No. 169,8,2019-03-19 17:36:32,4,85
Case No. 169,7,2019-03-19 17:39:11,3,124
Case No. 169,1,2019-03-19 17:47:41,0,140
Case No. 169,5,2019-03-19 18:22:30,1,144
Case No. 169,9,2019-03-19 18:37:45,2,77
Case No. 169,6,2019-03-19 18:55:00,1,45
Case No. 169,6,2019-03-19 18:56:55,0,109
Case No. 169,5,2019-03-19 19:43:30,1,26
Case No. 169,9,2019-03-19 20:39:21,2,54
Case No. 170,0,2019-03-19 22:21:46,4,55
Case No. 170,3,2019-03-19 22:31:49,0,121
Case No. 170,8,2019-03-19 23:04:33,4,52
Case No. 170,7,2019-03-19 23:17:02,1,126
Case No. 170,1,2019-03-19 23:40:20,4,30
Case No. 170,5,2019-03-19 23:55:32,2,19
Case No. 170,9,2019-03-20 00:07:45,4,35
Case No. 170,6,2019-03-20 00:09:17,3,3
Case No. 170,5,2019-03-20 00:14:17,1,84
Case No. 170,6,2019-03-20 00:45:02,4,43
Case No. 170,9,2019-03-20 00:51:16,3,17
Case No. 171,0,2019-03-20 01:52:01,0,70
Case No. 171,3,2019-03-20 01:57:45,0,105
Case No. 171,8,2019-03-20 02:22:07,3,13
Case No. 171,7,2019-03-20 03:01:14,4,26
Case No. 171,1,2019-03-20 03:22:34,3,41
Case No. 171,5,2019-03-20 04:19:22,1,10
Case No. 171,6,2019-03-20 04:25:51,2,87
Case No. 171,9,2019-03-20 04:35:59,1,28
Case No. 171,5,2019-03-20 04:46:30,1,15
Case No. 171,6,2019-03-20 04:47:18,0,71
Case No. 171,9,2019-03-20 04:53:32,4,13
Case No. 172,0,2019-03-20 05:09:07,0,56
Case No. 172,3,2019-03-20 05:15:22,1,131
Case No. 172,8,2019-03-20 05:19:49,2,145
Case No. 172,7,2019-03-20 05:23:07,0,63
Case No. 172,1,2019-03-20 06:29:41,2,49
Case No. 172,5,2019-03-20 06:39:17,1,9
Case No. 172,9,2019-03-20 07:11:32,1,65
Case No. 172,9,2019-03-20 07:27:19,0,133
Case No. 172,5,2019-03-20 07:36:13,1,22
Case No. 172,6,2019-03-20 08:40:26,3,72
Case No. 173,0,2019-03-20 09:12:44,2,101
Case No. 173,3,2019-03-20 09:23:56,1,13
Case No. 173,8,2019-03-20 09:59:39,0,129
Case No. 173,7,2019-03-20 09:59:50,2,127
Case No. 173,1,2019-03-20 10:12:19,3,80
Case No. 173,5,2019-03-20 10:14:19,0,73
Case No. 173,9,2019-03-20 10:39:35,2,24
Case No. 173,9,2019-03-20 10:52:01,2,147
Case No. 173,6,2019-03-20 11:03:59,3,149
Case No. 173,5,2019-03-20 12:51:15,4,138
Case No. 174,0,2019-03-20 13:39:03,4,105
Case No. 174,3,2019-03-20 13:54:15,2,94
Case No. 174,8,2019-03-20 13:56:11,0,138
Case No. 174,7,2019-03-20 14:00:39,4,109
Case No. 174,1,2019-03-20 15:35:01,1,67
Case No. 174,5,2019-03-20 15:57:25,4,147
Case No. 174,9,2019-03-20 16:10:56,1,127
Case No. 174,9,2019-03-20 16:42:04,0,108
Case No. 174,6,2019-03-20 16:43:27,1,134
Case No. 174,5,2019-03-20 16:44:10,0,58
Case No. 174,6,2019-03-20 16:56:27,2,62
Case No. 175,0,2019-03-20 17:08:45,0,86
Case No. 175,3,2019-03-20 17:25:12,0,11
Case No. 175,8,2019-03-20 17:34:01,1,115
Case No. 175,7,2019-03-20 18:09:03,3,129
Case No. 175,1,2019-03-20 18:12:19,2,21
Case No. 175,5,2019-03-20 18:43:58,2,86
Case No. 175,9,2019-03-20 18:46:29,3,136
Case No. 175,9,2019-03-20 19:23:13,1,30
Case No. 175,6,2019-03-20 19:30:32,0,107
Case No. 175,5,2019-03-20 20:00:32,1,80
Case No. 175,6,2019-03-20 20:51:41,4,141
Case No. 176,0,2019-03-20 21:01:15,3,50
Case No. 176,3,2019-03-20 21:17:51,2,132
Case No. 176,8,2019-03-20 21:56:47,1,122
Case No. 176,7,2019-03-20 22:24:42,2,122
Case No. 176,1,2019-03-20 23:01:03,1,91
Case No. 176,5,2019-03-20 23:04:15,0,86
Case No. 176,9,2019-03-20 23:07:53,3,78
Case No. 176,9,2019-03-20 23:21:37,4,87
Case No. 176,6,2019-03-20 23:49:40,3,92
Case No. 176,5,2019-03-21 00:17:02,0,118
Case No. 176,6,2019-03-21 00:27:27,1,113
Case No. 177,0,2019-03-21 00:56:41,3,34
Case No. 177,3,2019-03-21 01:12:10,3,128
Case No. 177,8,2019-03-21 01:21:11,0,117
Case No. 177,7,2019-03-21 01:23:13,4,78
Case No. 177,1,2019-03-21 02:11:10,0,31
Case No. 177,5,2019-03-21 02:13:19,0,78
Case No. 177,9,2019-03-21 02:47:26,3,29
Case No. 177,9,2019-03-21 03:49:49,2,124
Case No. 177,6,2019-03-21 04:05:19,1,58
Case No. 177,5,2019-03-21 04:05:43,3,74
Case No. 177,6,2019-03-21 04:25:40,1,62
Case No. 178,0,2019-03-21 05:09:08,0,64
Case No. 178,3,2019-03-21 05:42:52,2,101
Case No. 178,8,2019-03-21 06:08:48,3,97
Case No. 178,7,2019-03-21 06:09:12,3,28
Case No. 178,1,2019-03-21 06:25:31,0,83
Case No. 178,5,2019-03-21 06:46:13,0,83
Case No. 178,9,2019-03-21 06:58:54,3,71
Case No. 178,9,2019-03-21 08:02:01,3,133
Case No. 178,6,2019-03-21 08:30:12,3,131
Case No. 178,5,2019-03-21 08:54:23,1,103
Case No. 178,6,2019-03-21 08:55:02,4,145
Case No. 179,0,2019-03-21 09:05:56,4,61
Case No. 179,3,2019-03-21 09:51:59,0,13
Case No. 179,8,2019-03-21 10:38:32,3,75
Case No. 179,7,2019-03-21 10:51:37,3,42
Case No. 179,1,2019-03-21 10:53:38,1,56
Case No. 179,5,2019-03-21 10:58:06,3,11
Case No. 179,9,2019-03-21 11:02:37,2,143
Case No. 179,9,2019-03-21 11:30:57,2,82
Case No. 179,6,2019-03-21 11:37:32,3,28
Case No. 179,5,2019-03-21 11:39:07,0,13
Case No. 179,6,2019-03-21 12:03:50,4,35
Case No. 180,0,2019-03-21 13:03:18,4,87
Case No. 180,3,2019-03-21 13:10:59,2,57
Case No. 180,8,2019-03-21 13:48:21,1,3
Case No. 180,7,2019-03-21 14:42:46,0,20
Case No. 180,1,2019-03-21 14:48:46,0,79
Case No. 180,5,2019-03-21 15:41:22,4,73
Case No. 180,9,2019-03-21 15:46:28,0,40
Case No. 180,9,2019-03-21 15:47:52,2,70
Case No. 180,5,2019-03-21 16:08:08,4,17
Case No. 180,6,2019-03-21 16:15:37,0,83
Case No. 180,6,2019-03-21 16:56:35,1,2
Case No. 181,0,2019-03-21 17:12:41,0,62
Case No. 181,3,2019-03-21 17:57:54,3,100
Case No. 181,8,2019-03-21 18:10:18,4,25
Case No. 181,7,2019-03-21 18:20:29,3,24
Case No. 181,1,2019-03-21 18:30:42,0,123
Case No. 181,5,2019-03-21 18:53:28,1,124
Case No. 181,9,2019-03-21 19:21:08,3,0
Case No. 181,9,2019-03-21 20:23:25,4,9
Case No. 181,5,2019-03-21 20:23:58,0,24
Case No. 181,6,2019-03-21 20:32:16,4,93
Case No. 181,6,2019-03-21 20:43:32,2,73
Case No. 182,0,2019-03-21 21:22:45,3,137
Case No. 182,3,2019-03-21 21:27:42,2,130
Case No. 182,8,2019-03-21 21:29:43,2,18
Case No. 182,7,2019-03-21 21:40:20,0,125
Case No. 182,1,2019-03-21 21:45:49,0,116
Case No. 182,5,2019-03-21 23:25:27,2,27
Case No. 182,9,2019-03-21 23:30:56,1,122
Case No. 182,9,2019-03-21 23:55:29,1,56
Case No. 182,5,2019-03-22 00:05:54,1,8
Case No. 182,6,2019-03-22 00:29:34,3,123
Case No. 182,6,2019-03-22 00:45:26,0,83
Case No. 183,0,2019-03-22 00:57:43,2,18
Case No. 183,3,2019-03-22 01:31:42,0,82
Case No. 183,8,2019-03-22 01:32:20,0,69
Case No. 183,7,2019-03-22 03:20:06,0,63
Case No. 183,1,2019-03-22 03:31:57,1,139
Case No. 183,5,2019-03-22 03:32:26,4,58
Case No. 183,9,2019-03-22 03:38:51,2,60
Case No. 183,9,2019-03-22 03:58:04,3,17
Case No. 183,5,2019-03-22 04:10:40,4,129
Case No. 183,6,2019-03-22 04:12:00,0,58
Case No. 183,6,2019-03-22 04:19:36,4,58
Case No. 184,0,2019-03-22 05:58:14,2,35
Case No. 184,3,2019-03-22 06:03:30,4,21
Case No. 184,8,2019-03-22 06:14:49,1,2
Case No. 184,7,2019-03-22 06:17:58,0,135
Case No. 184,1,2019-03-22 06:46:53,4,123
Case No. 184,5,2019-03-22 07:01:32,1,43
Case No. 184,9,2019-03-22 07:14:33,3,49
Case No. 184,9,2019-03-22 07:29:38,0,77
Case No. 184,5,2019-03-22 08:02:47,3,47
Case No. 184,6,2019-03-22 08:08:41,2,128
Case No. 184,6,2019-03-22 08:21:22,2,9
Case No. 185,0,2019-03-22 09:10:39,1,144
Case No. 185,3,2019-03-22 09:20:18,3,93
Case No. 185,8,2019-03-22 09:27:38,2,150
Case No. 185,7,2019-03-22 09:28:57,2,45
Case No. 185,1,2019-03-22 09:51:02,0,97
Case No. 185,5,2019-03-22 10:42:30,4,78
Case No. 185,9,2019-03-22 11:48:51,1,124
Case No. 185,9,2019-03-22 11:57:59,3,53
Case No. 185,5,2019-03-22 12:05:08,2,24
Case No. 185,6,2019-03-22 12:14:16,0,72
Case No. 185,6,2019-03-22 12:21:48,1,16
Case No. 186,0,2019-03-22 12:57:56,2,97
Case No. 186,3,2019-03-22 13:02:32,3,7
Case No. 186,8,2019-03-22 13:55:00,3,68
Case No. 186,7,2019-03-22 14:24:50,0,98
Case No. 186,1,2019-03-22 14:29:47,1,46
Case No. 186,5,2019-03-22 15:14:40,3,29
Case No. 186,9,2019-03-22 15:19:03,3,14
Case No. 186,9,2019-03-22 15:19:52,2,116
Case No. 186,6,2019-03-22 15:20:44,4,75
Case No. 186,5,2019-03-22 16:05:27,4,50
Case No. 186,6,2019-03-22 16:41:16,2,60
Case No. 187,0,2019-03-22 17:02:29,2,80
Case No. 187,3,2019-03-22 17:10:18,1,143
Case No. 187,8,2019-03-22 17:38:23,3,34
Case No. 187,7,2019-03-22 17:49:10,2,118
Case No. 187,1,2019-03-22 17:54:12,3,44
Case No. 187,5,2019-03-22 18:10:46,0,66
Case No. 187,9,2019-03-22 18:20:00,1,110
Case No. 187,9,2019-03-22 19:00:21,1,121
Case No. 187,5,2019-03-22 19:28:37,0,111
Case No. 187,6,2019-03-22 20:55:10,1,15
Case No. 187,6,2019-03-22 20:55:27,1,130
Case No. 188,0,2019-03-22 21:04:46,0,143
Case No. 188,3,2019-03-22 21:34:32,3,72
Case No. 188,8,2019-03-22 21:37:01,1,105
Case No. 188,7,2019-03-22 21:45:12,3,87
Case No. 188,1,2019-03-22 22:27:57,1,45
Case No. 188,5,2019-03-22 22:47:15,4,4
Case No. 188,9,2019-03-22 22:49:41,2,63
Case No. 188,9,2019-03-22 22:59:53,2,95
Case No. 188,5,2019-03-22 23:21:15,1,8
Case No. 188,6,2019-03-23 00:08:43,4,114
Case No. 188,6,2019-03-23 00:36:34,0,111
Case No. 189,0,2019-03-23 01:00:25,0,129
Case No. 189,3,2019-03-23 01:06:19,2,83
Case No. 189,8,2019-03-23 01:19:30,4,12
Case No. 189,7,2019-03-23 03:30:09,3,115
Case No. 189,1,2019-03-23 04:09:29,2,78
Case No. 189,5,2019-03-23 04:18:42,0,4
Case No. 189,9,2019-03-23 04:21:48,0,135
Case No. 189,9,2019-03-23 04:25:44,0,64
Case No. 189,5,2019-03-23 04:36:02,1,141
Case No. 189,6,2019-03-23 04:39:40,2,61
Case No. 189,6,2019-03-23 04:53:25,4,13
Case No. 190,0,2019-03-23 04:59:53,0,52
Case No. 190,3,2019-03-23 05:09:37,3,33
Case No. 190,8,2019-03-23 05:29:59,2,122
Case No. 190,7,2019-03-23 05:41:44,0,144
Case No. 190,1,2019-03-23 06:13:29,3,89
Case No. 190,5,2019-03-23 06:25:04,0,129
Case No. 190,9,2019-03-23 07:32:00,2,27
Case No. 190,9,2019-03-23 07:42:31,2,110
Case No. 190,6,2019-03-23 07:52:41,3,101
Case No. 190,5,2019-03-23 08:17:30,4,115
Case No. 190,6,2019-03-23 08:26:16,1,79
Case No. 191,0,2019-03-23 09:14:08,2,57
Case No. 191,3,2019-03-23 10:41:01,2,80
Case No. 191,8,2019-03-23 10:50:25,1,129
Case No. 191,7,2019-03-23 10:51:36,3,16
Case No. 191,1,2019-03-23 11:13:37,0,117
Case No. 191,5,2019-03-23 11:33:25,2,6
Case No. 191,9,2019-03-23 12:14:19,0,36
Case No. 191,9,2019-03-23 12:20:30,2,114
Case No. 191,5,2019-03-23 12:29:18,2,16
Case No. 191,6,2019-03-23 12:53:09,0,7
Case No. 191,6,2019-03-23 12:54:28,3,61
Case No. 192,0,2019-03-23 13:16:20,2,2
Case No. 192,3,2019-03-23 13:38:00,2,49
Case No. 192,8,2019-03-23 13:51:08,3,53
Case No. 192,7,2019-03-23 14:39:23,3,89
Case No. 192,1,2019-03-23 14:53:19,2,126
Case No. 192,5,2019-03-23 15:38:28,4,70
Case No. 192,9,2019-03-23 15:57:15,3,49
Case No. 192,9,2019-03-23 16:03:45,0,145
Case No. 192,6,2019-03-23 16:08:36,2,138
Case No. 192,5,2019-03-23 16:19:23,4,115
Case No. 192,6,2019-03-23 16:44:39,3,46
Case No. 193,0,2019-03-23 18:23:02,1,102
Case No. 193,3,2019-03-23 18:27:30,1,58
Case No. 193,8,2019-03-23 19:13:00,3,86
Case No. 193,7,2019-03-23 20:08:00,1,102
Case No. 193,1,2019-03-23 20:11:22,4,131
Case No. 193,5,2019-03-23 20:13:11,2,111
Case No. 193,9,2019-03-23 20:14:04,4,127
Case No. 193,9,2019-03-23 20:17:23,3,146
Case No. 193,6,2019-03-23 20:20:02,3,10
Case No. 193,5,2019-03-23 20:23:56,0,19
Case No. 193,6,2019-03-23 20:33:21,1,68
Case No. 194,0,2019-03-23 21:18:47,2,116
Case No. 194,3,2019-03-23 22:03:08,2,137
Case No. 194,8,2019-03-23 22:07:29,2,29
Case No. 194,7,2019-03-23 22:13:28,1,13
Case No. 194,1,2019-03-23 22:13:44,0,56
Case No. 194,5,2019-03-23 22:35:56,1,65
Case No. 194,6,2019-03-23 23:35:05,3,51
Case No. 194,6,2019-03-23 23:38:04,1,138
Case No. 194,9,2019-03-23 23:55:59,4,66
Case No. 194,5,2019-03-24 00:03:00,3,108
Case No. 194,9,2019-03-24 00:05:06,2,86
Case No. 195,0,2019-03-24 01:06:43,0,42
Case No. 195,3,2019-03-24 01:21:16,4,65
Case No. 195,8,2019-03-24 02:55:06,0,116
Case No. 195,7,2019-03-24 03:29:58,0,61
Case No. 195,1,2019-03-24 03:43:44,3,93
Case No. 195,5,2019-03-24 03:44:52,0,93
Case No. 195,6,2019-03-24 03:56:47,0,37
Case No. 195,6,2019-03-24 04:05:19,0,21
Case No. 195,9,2019-03-24 04:24:38,0,112
Case No. 195,5,2019-03-24 04:28:48,2,116
Case No. 195,9,2019-03-24 04:54:37,1,26
Case No. 196,0,2019-03-24 05:04:00,3,39
Case No. 196,3,2019-03-24 05:33:24,1,13
Case No. 196,8,2019-03-24 05:34:00,1,148
Case No. 196,7,2019-03-24 05:52:36,3,130
Case No. 196,1,2019-03-24 06:30:31,2,91
Case No. 196,5,2019-03-24 06:54:26,0,133
Case No. 196,6,2019-03-24 06:54:30,2,42
Case No. 196,6,2019-03-24 07:32:52,1,81
Case No. 196,5,2019-03-24 08:11:26,2,114
Case No. 196,9,2019-03-24 08:14:35,3,131
Case No. 196,9,2019-03-24 08:38:58,1,75
Case No. 197,0,2019-03-24 09:04:43,3,126
Case No. 197,3,2019-03-24 09:14:14,1,64
Case No. 197,8,2019-03-24 09:24:22,2,59
Case No. 197,7,2019-03-24 09:28:11,4,39
Case No. 197,1,2019-03-24 09:43:02,2,27
Case No. 197,5,2019-03-24 09:57:53,4,62
Case No. 197,6,2019-03-24 10:05:26,2,34
Case No. 197,6,2019-03-24 10:21:47,4,59
Case No. 197,5,2019-03-24 10:21:58,0,92
Case No. 197,9,2019-03-24 11:37:32,2,9
Case No. 197,9,2019-03-24 12:12:44,2,65
Case No. 198,0,2019-03-24 13:11:43,1,84
Case No. 198,3,2019-03-24 13:16:23,2,90
Case No. 198,8,2019-03-24 13:23:22,3,79
Case No. 198,7,2019-03-24 13:39:05,4,92
Case No. 198,1,2019-03-24 14:15:06,1,52
Case No. 198,5,2019-03-24 14:46:25,0,39
Case No. 198,6,2019-03-24 14:58:08,1,90
Case No. 198,6,2019-03-24 15:13:56,4,51
Case No. 198,9,2019-03-24 16:08:43,2,55
Case No. 198,5,2019-03-24 16:17:54,0,27
Case No. 198,9,2019-03-24 16:31:00,0,122
Case No. 199,0,2019-03-24 17:04:42,1,57
Case No. 199,3,2019-03-24 17:51:24,2,77
Case No. 199,8,2019-03-24 18:32:43,2,128
Case No. 199,7,2019-03-24 18:48:30,4,110
Case No. 199,1,2019-03-24 18:49:49,1,11
Case No. 199,5,2019-03-24 19:40:05,0,100
Case No. 199,6,2019-03-24 19:42:55,4,101
